Date,competition,home_team,home_goals,home_points,away_team,away_goals,away_points,home_prob,draw_prob,away_prob,home_elo,away_elo
2017-06-11,Munster GAA Football Senior Championship,clare,1,12,kerry,1,18,0.31137659270708157,0.15584415584415584,0.5327792514487626,1490,1583
2017-06-11,Ulster GAA Football Senior Championship,cavan,0,15,monaghan,1,15,0.39067609071432496,0.04819277108433735,0.5611311382013378,1481,1544
2017-06-17,GAA Football All-Ireland Senior Championship,waterford,0,13,derry,1,17,0.4040302984145644,0.04819277108433735,0.5477769305010983,1379,1432
2017-06-17,GAA Football All-Ireland Senior Championship,louth,1,10,longford,2,15,0.5654719476065833,0.061855670103092786,0.37267238229032396,1498,1426
2017-06-17,GAA Football All-Ireland Senior Championship,wicklow,3,10,laois,2,16,0.39479025086989894,0.08771929824561403,0.517490450884487,1405,1452
2017-06-17,GAA Football All-Ireland Senior Championship,sligo,0,22,antrim,3,7,0.5630073615557133,0.061855670103092786,0.37513696834119387,1485,1414
2017-06-17,Leinster GAA Football Senior Championship,westmeath,3,17,offaly,0,15,0.6207935101314677,0.12307692307692308,0.2561295667916093,1627,1473
2017-06-17,Leinster GAA Football Senior Championship,meath,0,13,kildare,2,16,0.44173070962270705,0.11875,0.4395192903772929,1569,1568
2017-06-18,Connacht GAA Football Senior Championship,roscommon,2,23,leitrim,1,9,0.396171177939972,0.04819277108433735,0.5556360509756907,1435,1494
2017-06-18,Ulster GAA Football Senior Championship,donegal,1,12,tyrone,1,21,0.46114453147549345,0.11875,0.4201054685245066,1575,1559
2017-06-24,GAA Football All-Ireland Senior Championship,limerick,0,11,wexford,0,12,0.4318800158494319,0.08771929824561403,0.48040068590495405,1430,1449
2017-06-24,Ulster GAA Football Senior Championship,down,1,14,monaghan,0,15,0.2990903567726792,0.15584415584415584,0.545065487383165,1454,1559
2017-06-25,GAA Football All-Ireland Senior Championship,london,0,12,carlow,0,13,0.2588572449987867,0.09615384615384616,0.6449889088473671,1362,1520
2017-06-25,GAA Football All-Ireland Senior Championship,armagh,0,20,fermanagh,0,11,0.5921392229043256,0.07792207792207792,0.3299386991735964,1511,1410
2017-06-25,GAA Football All-Ireland Senior Championship,offaly,0,16,cavan,0,17,0.4300141978633553,0.11875,0.45123580213664466,1458,1466
2017-06-25,Leinster GAA Football Senior Championship,dublin,4,29,westmeath,0,10,0.5106992278929426,0.07692307692307693,0.4123776951839805,1679,1642
2017-07-01,GAA Football All-Ireland Senior Championship,laois,0,14,clare,2,18,0.43232976715140436,0.11875,0.44892023284859567,1468,1474
2017-07-01,GAA Football All-Ireland Senior Championship,mayo,2,21,derry,1,13,0.6070117243383883,0.12307692307692308,0.26991135258468857,1592,1451
2017-07-01,GAA Football All-Ireland Senior Championship,donegal,0,12,longford,0,7,0.5863092950000138,0.07792207792207792,0.3357686270779082,1550,1453
2017-07-01,GAA Football All-Ireland Senior Championship,meath,0,14,sligo,1,9,0.518535510738033,0.07692307692307693,0.4045414123388902,1545,1501
2017-07-02,Munster GAA Football Senior Championship,kerry,1,23,cork,0,15,0.5531598138369667,0.061855670103092786,0.3849845160599405,1599,1536
2017-07-08,GAA Football All-Ireland Senior Championship,cavan,0,18,tipperary,2,15,0.3094924049594825,0.15584415584415584,0.5346634391963617,1482,1577
2017-07-08,GAA Football All-Ireland Senior Championship,carlow,2,14,leitrim,0,13,0.5658635500526052,0.061855670103092786,0.37228077984430197,1530,1457
2017-07-08,GAA Football All-Ireland Senior Championship,wexford,1,11,monaghan,3,23,0.37752517705409655,0.04819277108433735,0.5742820518615661,1464,1537
2017-07-08,GAA Football All-Ireland Senior Championship,clare,0,13,mayo,2,14,0.29418657464061726,0.15584415584415584,0.5499692695152268,1499,1608
2017-07-08,GAA Football All-Ireland Senior Championship,meath,1,14,donegal,1,15,0.4337295677421805,0.11875,0.44752043225781946,1559,1565
2017-07-08,GAA Football All-Ireland Senior Championship,westmeath,1,7,armagh,1,12,0.5655258058281352,0.061855670103092786,0.37261852406877205,1601,1529
2017-07-09,Connacht GAA Football Senior Championship,galway,0,12,roscommon,2,15,0.6221243476959165,0.12307692307692308,0.2547987292271604,1628,1473
2017-07-15,GAA Football All-Ireland Senior Championship,tipperary,1,15,armagh,1,17,0.5110902694899517,0.07692307692307693,0.41198665358697134,1590,1553
2017-07-15,GAA Football All-Ireland Senior Championship,carlow,1,7,monaghan,1,12,0.42049958297995943,0.11875,0.4607504170200406,1547,1563
2017-07-16,Leinster GAA Football Senior Championship,dublin,2,23,kildare,1,17,0.5936939789954867,0.12307692307692308,0.2832290979275902,1720,1592
2017-07-16,Ulster GAA Football Senior Championship,down,0,15,tyrone,2,17,0.29505260218192425,0.15584415584415584,0.5491032419739199,1476,1584
2017-07-22,GAA Football All-Ireland Senior Championship,cork,2,20,mayo,0,27,0.29432291261257937,0.15584415584415584,0.5498329315432647,1514,1623
2017-07-22,GAA Football All-Ireland Senior Championship,galway,4,17,donegal,0,14,0.4574306062850206,0.11875,0.4238193937149794,1594,1581
2017-07-29,GAA Football All-Ireland Senior Championship,down,1,16,monaghan,1,24,0.28000233558766113,0.15584415584415584,0.5641535085681829,1460,1582
2017-07-29,GAA Football All-Ireland Senior Championship,armagh,1,17,kildare,0,17,0.4345212350130134,0.11875,0.44672876498698666,1571,1576
2017-07-30,GAA Football All-Ireland Senior Championship,kerry,1,18,galway,0,13,0.4372794048075647,0.11875,0.4439705951924353,1620,1623
2017-07-30,GAA Football All-Ireland Senior Championship,roscommon,2,9,mayo,1,12,0.2934147250625696,0.09615384615384616,0.6104314287835843,1507,1634
2017-08-05,GAA Football All-Ireland Senior Championship,tyrone,3,17,armagh,0,8,0.45420667149749927,0.11875,0.4270433285025007,1600,1590
2017-08-05,GAA Football All-Ireland Senior Championship,dublin,1,19,monaghan,0,12,0.6045778920129908,0.12307692307692308,0.272345184910086,1736,1597
2017-08-07,GAA Football All-Ireland Senior Championship,mayo,4,19,roscommon,0,9,0.6103719001738964,0.07792207792207792,0.31170602190402563,1629,1512
2017-08-20,GAA Football All-Ireland Senior Championship,kerry,2,14,mayo,2,14,0.4271121777408555,0.11875,0.4541378222591444,1643,1654
2017-08-26,GAA Football All-Ireland Senior Championship,kerry,0,17,mayo,2,16,0.428277963199387,0.11875,0.452972036800613,1644,1653
2017-08-27,GAA Football All-Ireland Senior Championship,dublin,2,17,tyrone,0,11,0.6130187750402033,0.07792207792207792,0.3090591470377188,1751,1632
2017-09-17,GAA Football All-Ireland Senior Championship,dublin,1,17,mayo,1,16,0.5859886982806668,0.07792207792207792,0.3360892237972553,1769,1673
2018-01-27,Allianz Football League Roinn 1,dublin,2,17,kildare,2,10,0.7831919320856142,0,0.21680806791438578,1781,1558
2018-01-27,Allianz Football League Roinn 2,clare,1,12,cavan,2,9,0.45956960456657403,0.11875,0.42168039543342595,1484,1469
2018-01-27,Allianz Football League Roinn 2,cork,1,16,tipperary,3,16,0.383980151223087,0.04819277108433735,0.5678270776925757,1503,1571
2018-01-27,Allianz Football League Roinn 4,london,2,9,carlow,2,14,0.25412261183660195,0.04878048780487805,0.6970969003585199,1353,1528
2018-01-27,Allianz Football League Roinn 4,laois,2,12,limerick,0,9,0.4990026876481839,0.07692307692307693,0.4240742354287392,1443,1415
2018-01-28,Allianz Football League Roinn 1,kerry,2,18,donegal,3,14,0.5655919358683759,0.061855670103092786,0.37255239402853135,1624,1552
2018-01-28,Allianz Football League Roinn 1,monaghan,0,12,mayo,0,13,0.3689317484042637,0.04819277108433735,0.582875480511399,1582,1661
2018-01-28,Allianz Football League Roinn 1,galway,1,9,tyrone,0,8,0.42192879088793483,0.11875,0.4593212091120652,1600,1614
2018-01-28,Allianz Football League Roinn 2,louth,0,11,down,1,14,0.4951401410496038,0.07692307692307693,0.4279367820273193,1470,1445
2018-01-28,Allianz Football League Roinn 2,roscommon,2,12,meath,2,12,0.3991530652910861,0.04819277108433735,0.5526541636245765,1487,1544
2018-01-28,Allianz Football League Roinn 3,armagh,2,17,sligo,0,9,0.5639090057326852,0.061855670103092786,0.374235324164222,1558,1487
2018-01-28,Allianz Football League Roinn 3,fermanagh,3,7,wexford,2,5,0.3971719264843912,0.08771929824561403,0.5151087752699948,1393,1438
2018-01-28,Allianz Football League Roinn 3,offaly,1,13,longford,3,18,0.4449525684001568,0.11875,0.43629743159984324,1442,1439
2018-01-28,Allianz Football League Roinn 3,derry,2,14,westmeath,2,17,0.27685072298249686,0.09615384615384616,0.6269954308636569,1435,1577
2018-01-28,Allianz Football League Roinn 4,antrim,0,15,leitrim,0,5,0.4010700342160682,0.08771929824561403,0.5112106675383178,1397,1439
2018-01-28,Allianz Football League Roinn 4,wicklow,0,12,waterford,0,12,0.5001010140619884,0.07692307692307693,0.42297590901493476,1390,1361
2018-02-03,Allianz Football League Roinn 1,tyrone,1,11,dublin,2,13,0.23237175995432993,0.04878048780487805,0.718847752240792,1595,1791
2018-02-03,Allianz Football League Roinn 1,mayo,2,9,kerry,1,15,0.5100444629844775,0.07692307692307693,0.41303246009244554,1674,1637
2018-02-03,Allianz Football League Roinn 2,cavan,3,17,louth,0,13,0.48998293525548353,0.07692307692307693,0.4330939878214396,1469,1448
2018-02-04,Allianz Football League Roinn 1,kildare,0,12,monaghan,1,10,0.42873440962174564,0.08771929824561403,0.48354629213264033,1548,1569
2018-02-04,Allianz Football League Roinn 1,donegal,0,14,galway,1,12,0.36781817132253247,0.04819277108433735,0.5839890575931302,1539,1619
2018-02-04,Allianz Football League Roinn 2,down,0,10,cork,1,13,0.43159495885705634,0.08771929824561403,0.4806857428973296,1468,1486
2018-02-04,Allianz Football League Roinn 2,tipperary,3,9,roscommon,1,17,0.588509055654111,0.07792207792207792,0.33356886642381106,1588,1490
2018-02-04,Allianz Football League Roinn 2,meath,0,21,clare,0,7,0.5469817255183561,0.061855670103092786,0.3911626043785511,1541,1483
2018-02-04,Allianz Football League Roinn 3,sligo,1,16,wexford,1,13,0.5251683868653814,0.07692307692307693,0.3979085362115417,1463,1415
2018-02-04,Allianz Football League Roinn 3,longford,1,13,derry,1,6,0.5161507999760812,0.07692307692307693,0.4069261231008419,1465,1424
2018-02-04,Allianz Football League Roinn 3,fermanagh,2,11,offaly,1,6,0.439488817219373,0.11875,0.44176118278062704,1415,1416
2018-02-04,Allianz Football League Roinn 3,westmeath,1,11,armagh,2,17,0.4495629130152024,0.11875,0.4316870869847976,1588,1581
2018-02-04,Allianz Football League Roinn 4,london,1,16,wicklow,0,10,0.3954837972926706,0.08771929824561403,0.5167969044617154,1342,1388
2018-02-04,Allianz Football League Roinn 4,waterford,0,10,antrim,2,12,0.39001784680670093,0.04819277108433735,0.5617893821089617,1362,1425
2018-02-04,Allianz Football League Roinn 4,leitrim,3,10,laois,3,16,0.4024895888191358,0.04819277108433735,0.5493176400965268,1411,1465
2018-02-04,Allianz Football League Roinn 4,limerick,0,13,carlow,2,11,0.27287784131728476,0.09615384615384616,0.630968312528869,1393,1539
2018-02-10,Allianz Football League Roinn 1,dublin,0,20,donegal,0,15,0.7694390469827619,0.07142857142857142,0.1591323815886667,1800,1527
2018-02-10,Allianz Football League Roinn 4,carlow,2,11,leitrim,0,5,0.6236161563142969,0.12307692307692308,0.25330692060877996,1550,1394
2018-02-10,Allianz Football League Roinn 4,laois,0,18,waterford,1,11,0.6063205827099729,0.12307692307692308,0.270602494213104,1483,1343
2018-02-11,Allianz Football League Roinn 1,galway,1,13,mayo,0,11,0.4272631089984866,0.08771929824561403,0.48501759275589934,1632,1654
2018-02-11,Allianz Football League Roinn 1,kildare,0,18,tyrone,1,16,0.389298153712788,0.08771929824561403,0.5229825480415979,1533,1585
2018-02-11,Allianz Football League Roinn 2,clare,0,11,tipperary,0,11,0.29530995646386987,0.15584415584415584,0.5488458876919743,1459,1567
2018-02-11,Allianz Football League Roinn 2,cork,2,11,louth,0,10,0.5810556174136753,0.061855670103092786,0.3570887124832319,1506,1422
2018-02-11,Allianz Football League Roinn 2,roscommon,0,7,down,0,12,0.5538711798158328,0.061855670103092786,0.3842731500810744,1511,1448
2018-02-11,Allianz Football League Roinn 3,armagh,1,11,longford,1,10,0.6151741426625204,0.07792207792207792,0.3069037794154017,1605,1485
2018-02-11,Allianz Football League Roinn 3,wexford,1,10,westmeath,0,16,0.2533751397137042,0.09615384615384616,0.6504710141324497,1400,1563
2018-02-11,Allianz Football League Roinn 4,london,2,8,limerick,2,8,0.42491506020961844,0.11875,0.45633493979038153,1369,1382
2018-02-11,Allianz Football League Roinn 4,antrim,0,12,wicklow,0,12,0.5788496919265782,0.061855670103092786,0.35929463797032907,1444,1361
2018-02-18,Allianz Football League Roinn 1,monaghan,1,13,kerry,0,14,0.3780618095497276,0.04819277108433735,0.573745419365935,1584,1657
2018-02-18,Allianz Football League Roinn 2,cavan,2,14,meath,1,12,0.38154380876283395,0.04819277108433735,0.5702634201528287,1496,1565
2018-02-18,Allianz Football League Roinn 3,sligo,0,8,fermanagh,0,13,0.5153096171003494,0.07692307692307693,0.4077673059765737,1479,1438
2018-02-18,Allianz Football League Roinn 3,derry,1,15,offaly,0,13,0.4551489438719863,0.11875,0.42610105612801374,1404,1393
2018-02-24,Allianz Football League Roinn 1,mayo,0,12,dublin,2,10,0.2546357118897473,0.04878048780487805,0.6965838003053746,1632,1807
2018-02-24,Allianz Football League Roinn 1,monaghan,0,15,tyrone,0,14,0.4489118322325559,0.11875,0.43233816776744416,1605,1598
2018-02-24,Allianz Football League Roinn 2,tipperary,2,15,meath,1,10,0.4887612232998238,0.07692307692307693,0.4343156997770993,1562,1541
2018-02-24,Allianz Football League Roinn 3,fermanagh,1,16,derry,3,8,0.5101838970896508,0.07692307692307693,0.41289302598727223,1461,1424
2018-02-24,Allianz Football League Roinn 4,waterford,2,9,carlow,2,12,0.18878935539560532,0.08333333333333333,0.7278773112710613,1331,1566
2018-02-25,Allianz Football League Roinn 1,donegal,1,15,kildare,3,7,0.4406765086815384,0.11875,0.4405734913184616,1520,1520
2018-02-25,Allianz Football League Roinn 1,kerry,0,14,galway,1,14,0.41958544273765885,0.11875,0.4616645572623412,1636,1653
2018-02-25,Allianz Football League Roinn 2,cork,0,11,cavan,0,14,0.4448996926122624,0.11875,0.4363503073877376,1523,1520
2018-02-25,Allianz Football League Roinn 2,down,1,10,clare,1,12,0.4508264196937968,0.11875,0.43042358030620326,1471,1463
2018-02-25,Allianz Football League Roinn 2,louth,0,12,roscommon,1,21,0.36463549002740375,0.04819277108433735,0.5871717388882589,1405,1488
2018-02-25,Allianz Football League Roinn 3,westmeath,0,20,sligo,0,14,0.6106388652419118,0.07792207792207792,0.3114390568360103,1574,1457
2018-02-25,Allianz Football League Roinn 3,longford,1,12,wexford,0,9,0.5807713128025265,0.061855670103092786,0.3573730170943807,1474,1390
2018-02-25,Allianz Football League Roinn 3,offaly,1,9,armagh,1,15,0.18205309001825143,0.08333333333333333,0.7346135766484152,1374,1616
2018-02-25,Allianz Football League Roinn 4,leitrim,2,18,limerick,1,9,0.4368064647564276,0.11875,0.4444435352435725,1378,1381
2018-02-25,Allianz Football League Roinn 4,wicklow,0,10,laois,1,16,0.2901687219906139,0.09615384615384616,0.61367743185554,1365,1495
2018-02-25,Allianz Football League Roinn 4,london,0,13,antrim,0,17,0.38012106047499516,0.04819277108433735,0.5716861684406674,1370,1441
2018-03-10,Allianz Football League Roinn 1,tyrone,2,13,donegal,1,10,0.5221016481368019,0.07692307692307693,0.40097527494012114,1583,1537
2018-03-10,Allianz Football League Roinn 2,cavan,0,17,down,0,14,0.5800454417528715,0.061855670103092786,0.3580988881440356,1538,1454
2018-03-10,Allianz Football League Roinn 3,wexford,1,10,offaly,1,13,0.45106427605905336,0.11875,0.4301857239409467,1374,1365
2018-03-10,Allianz Football League Roinn 3,armagh,1,15,derry,0,14,0.7759104919722135,0,0.2240895080277865,1624,1409
2018-03-10,Allianz Football League Roinn 4,limerick,2,10,waterford,2,9,0.5011849503609958,0.07692307692307693,0.42189197271592727,1354,1324
2018-03-10,Allianz Football League Roinn 4,carlow,1,17,wicklow,0,12,0.7838311426608827,0,0.21616885733911728,1573,1349
2018-03-11,Allianz Football League Roinn 2,tipperary,2,17,louth,0,9,0.7591477392618601,0,0.24085226073813992,1584,1384
2018-03-11,Allianz Football League Roinn 2,clare,2,12,roscommon,2,19,0.4199609929038467,0.08771929824561403,0.4923197088505393,1481,1508
2018-03-11,Allianz Football League Roinn 2,meath,1,15,cork,2,16,0.45968958838058194,0.11875,0.42156041161941804,1520,1505
2018-03-11,Allianz Football League Roinn 3,sligo,0,18,longford,2,12,0.39412088071056733,0.08771929824561403,0.5181598210438186,1442,1490
2018-03-11,Allianz Football League Roinn 3,westmeath,0,14,fermanagh,1,9,0.6046508975410916,0.07792207792207792,0.3174270245368305,1588,1476
2018-03-11,Allianz Football League Roinn 4,london,2,9,laois,0,17,0.26187261705777504,0.09615384615384616,0.6419735367883788,1355,1510
2018-03-17,Allianz Football League Roinn 1,kerry,0,19,kildare,0,14,0.6100367603929004,0.07792207792207792,0.31204116168502166,1619,1503
2018-03-17,Allianz Football League Roinn 2,cork,0,12,clare,0,14,0.5546974182551461,0.061855670103092786,0.3834469116417611,1525,1460
2018-03-18,Allianz Football League Roinn 1,galway,0,13,dublin,0,13,0.27098419911535643,0.09615384615384616,0.6328619547307974,1670,1817
2018-03-18,Allianz Football League Roinn 1,monaghan,1,16,donegal,1,10,0.5926711788441663,0.07792207792207792,0.32940674323375574,1621,1519
2018-03-18,Allianz Football League Roinn 1,mayo,0,8,tyrone,2,14,0.4899104682251586,0.07692307692307693,0.43316645485176447,1622,1601
2018-03-18,Allianz Football League Roinn 2,roscommon,0,15,cavan,0,13,0.42610196423088736,0.08771929824561403,0.48617873752349855,1529,1552
2018-03-18,Allianz Football League Roinn 3,derry,2,20,wexford,3,8,0.5209185454770499,0.07692307692307693,0.4021583775998733,1400,1355
2018-03-18,Allianz Football League Roinn 3,longford,1,16,westmeath,1,12,0.2910387128741929,0.15584415584415584,0.5531171312816512,1488,1599
2018-03-18,Allianz Football League Roinn 3,fermanagh,0,7,armagh,0,7,0.26114700335487495,0.04878048780487805,0.690072508840247,1464,1633
2018-03-18,Allianz Football League Roinn 4,antrim,0,12,carlow,1,12,0.29336606999391673,0.09615384615384616,0.6104800838522372,1456,1583
2018-03-19,Allianz Football League Roinn 3,offaly,0,8,sligo,0,8,0.3936423451129789,0.04819277108433735,0.5581648838026837,1384,1444
2018-03-19,Allianz Football League Roinn 4,waterford,0,0,leitrim,0,0,0.3083321385711334,0.15584415584415584,0.5358237055847107,1309,1405
2018-03-19,Allianz Football League Roinn 4,wicklow,0,0,limerick,0,0,0.41815638531085975,0.08771929824561403,0.4941243164435263,1339,1368
2018-03-25,Allianz Football League Roinn 1,dublin,0,17,monaghan,2,12,0.7334676990711184,0,0.2665323009288816,1811,1636
2018-03-25,Allianz Football League Roinn 1,donegal,0,13,mayo,0,13,0.31504118796242947,0.15584415584415584,0.5291146561934147,1504,1594
2018-03-25,Allianz Football League Roinn 1,kildare,0,10,galway,0,16,0.2418992012230546,0.04878048780487805,0.7093203109720674,1489,1676
2018-03-25,Allianz Football League Roinn 1,tyrone,1,17,kerry,0,14,0.436568944498406,0.11875,0.44468105550159404,1630,1633
2018-03-25,Allianz Football League Roinn 2,roscommon,0,17,cork,1,11,0.5173336343246997,0.07692307692307693,0.4057432887522234,1547,1505
2018-03-25,Allianz Football League Roinn 2,meath,4,14,down,1,14,0.5489762143441295,0.061855670103092786,0.3891681155527777,1500,1440
2018-03-25,Allianz Football League Roinn 2,clare,3,12,louth,1,11,0.60272504753189,0.07792207792207792,0.319352874546032,1481,1370
2018-03-25,Allianz Football League Roinn 2,cavan,0,17,tipperary,2,10,0.38893371984975084,0.04819277108433735,0.5628735090659118,1533,1598
2018-03-25,Allianz Football League Roinn 3,wexford,0,12,armagh,1,8,0.15706616921242383,0,0.8429338307875762,1334,1626
2018-03-25,Allianz Football League Roinn 3,longford,1,9,fermanagh,1,10,0.5169855579556811,0.07692307692307693,0.40609136512124194,1513,1471
2018-03-25,Allianz Football League Roinn 3,sligo,3,11,derry,2,12,0.4891763722232003,0.07692307692307693,0.43390055085372276,1442,1421
2018-03-25,Allianz Football League Roinn 3,westmeath,1,14,offaly,1,20,0.7471022047281423,0,0.25289779527185774,1575,1386
2018-03-25,Allianz Football League Roinn 4,carlow,0,8,laois,1,6,0.5682876727606483,0.061855670103092786,0.369856657136259,1595,1520
2018-03-25,Allianz Football League Roinn 4,london,1,14,waterford,1,16,0.5031191138559433,0.07692307692307693,0.41995780922097975,1345,1313
2018-03-25,Allianz Football League Roinn 4,limerick,0,12,antrim,1,13,0.37222993627555223,0.04819277108433735,0.5795772926401104,1367,1444
2018-03-25,Allianz Football League Roinn 4,leitrim,2,15,wicklow,0,10,0.5499884108490956,0.061855670103092786,0.38815591904781166,1401,1341
2018-03-31,Allianz Football League Roinn 2,down,2,11,tipperary,1,11,0.2591207098058661,0.09615384615384616,0.6447254440402876,1420,1579
2018-03-31,Allianz Football League Roinn 2,louth,0,7,meath,1,12,0.25218084388749495,0.09615384615384616,0.651665309958659,1355,1520
2018-03-31,Allianz Football League Roinn 3,armagh,1,16,fermanagh,0,17,0.6027740834323678,0.07792207792207792,0.31930383864555423,1599,1489
2018-03-31,Allianz Football League Roinn 4,carlow,0,11,laois,0,15,0.5089878500785945,0.07692307692307693,0.41408907299832853,1575,1540
2018-04-01,Allianz Football League Roinn 1,dublin,0,18,galway,0,14,0.5916350466231788,0.07792207792207792,0.3304428754547433,1788,1687
2018-04-01,Allianz Football League Roinn 2,cavan,4,12,roscommon,4,16,0.4276598131372965,0.11875,0.4535901868627035,1552,1563
2018-05-06,Connacht GAA Football Senior Championship,london,1,11,sligo,1,21,0.28847864268221535,0.09615384615384616,0.6153675111639385,1326,1458
2018-05-06,Connacht GAA Football Senior Championship,new_york,1,15,leitrim,0,19,0.5117307815817858,0.07692307692307693,0.4113461414951374,1461,1423
2018-05-12,Leinster GAA Football Senior Championship,wexford,1,18,laois,2,21,0.22918862285184133,0.04878048780487805,0.7220308893432806,1361,1561
2018-05-13,Connacht GAA Football Senior Championship,mayo,0,12,galway,1,12,0.36387181653614176,0.04819277108433735,0.5879354123795208,1590,1673
2018-05-13,Leinster GAA Football Senior Championship,louth,0,12,carlow,2,17,0.21646371781660004,0.04878048780487805,0.7347557943785219,1342,1554
2018-05-13,Leinster GAA Football Senior Championship,offaly,1,15,wicklow,1,20,0.588375106071825,0.07792207792207792,0.33370281600609714,1418,1319
2018-05-13,Ulster GAA Football Senior Championship,donegal,2,20,cavan,1,15,0.4214275539340424,0.08771929824561403,0.4908531478203436,1507,1534
2018-05-19,Munster GAA Football Senior Championship,limerick,0,14,clare,1,23,0.2752409075984585,0.09615384615384616,0.6286052462476954,1352,1496
2018-05-19,Munster GAA Football Senior Championship,tipperary,0,20,waterford,0,9,0.7812526599939509,0,0.21874734000604912,1553,1332
2018-05-19,Ulster GAA Football Senior Championship,fermanagh,0,12,armagh,0,7,0.28586274037798076,0.09615384615384616,0.6179834134681731,1477,1611
2018-05-20,Ulster GAA Football Senior Championship,tyrone,1,16,monaghan,1,18,0.43008691603499283,0.11875,0.45116308396500715,1651,1659
2018-05-26,Connacht GAA Football Senior Championship,leitrim,0,10,roscommon,0,24,0.2785426373152504,0.09615384615384616,0.6253035165309033,1441,1581
2018-05-26,Leinster GAA Football Senior Championship,westmeath,1,12,laois,4,13,0.4200881136520033,0.08771929824561403,0.4921925881023827,1543,1571
2018-05-26,Munster GAA Football Senior Championship,tipperary,0,9,cork,1,17,0.5696763962868958,0.061855670103092786,0.3684679336100114,1564,1489
2018-05-26,Ulster GAA Football Senior Championship,down,1,18,antrim,1,14,0.4241725822735846,0.11875,0.4570774177264153,1446,1459
2018-05-27,Leinster GAA Football Senior Championship,kildare,1,10,carlow,2,14,0.35823049094224174,0.04819277108433735,0.5935767379734209,1479,1566
2018-05-27,Leinster GAA Football Senior Championship,longford,0,16,meath,0,14,0.4065520173105669,0.08771929824561403,0.5057286844438191,1495,1533
2018-05-27,Leinster GAA Football Senior Championship,dublin,4,25,wicklow,1,11,0.9327761900361261,0,0.06722380996387389,1802,1345
2018-05-27,Ulster GAA Football Senior Championship,derry,0,16,donegal,2,16,0.2935615270421257,0.09615384615384616,0.6102846268040282,1405,1532
2018-06-03,Connacht GAA Football Senior Championship,galway,4,24,sligo,1,12,0.7733526249815248,0,0.2266473750184752,1687,1474
2018-06-03,Munster GAA Football Senior Championship,kerry,0,32,clare,0,10,0.5893735696164671,0.07792207792207792,0.33270435246145497,1612,1512
2018-06-03,Ulster GAA Football Senior Championship,fermanagh,1,8,monaghan,0,10,0.25835729167344085,0.04878048780487805,0.6928622205216811,1504,1676
2018-06-09,GAA Football All-Ireland Senior Championship,wexford,1,18,waterford,3,14,0.502049992345646,0.07692307692307693,0.42102693073127706,1351,1320
2018-06-09,GAA Football All-Ireland Senior Championship,derry,2,14,kildare,2,22,0.3804358041690454,0.04819277108433735,0.5713714247466173,1391,1462
2018-06-09,GAA Football All-Ireland Senior Championship,meath,0,19,tyrone,2,14,0.2815300284680746,0.15584415584415584,0.5626258156877696,1514,1634
2018-06-09,GAA Football All-Ireland Senior Championship,limerick,3,7,mayo,5,19,0.1838768889194292,0.08333333333333333,0.7327897777472374,1336,1576
2018-06-09,GAA Football All-Ireland Senior Championship,offaly,2,20,antrim,1,15,0.39468840462083754,0.08771929824561403,0.5175922971335484,1392,1439
2018-06-09,GAA Football All-Ireland Senior Championship,wicklow,1,5,cavan,2,16,0.26037183790806445,0.04878048780487805,0.6908476742870574,1340,1509
2018-06-09,GAA Football All-Ireland Senior Championship,westmeath,1,11,armagh,3,16,0.3899609390695039,0.04819277108433735,0.5618462898461587,1520,1584
2018-06-10,GAA Football All-Ireland Senior Championship,london,1,19,louth,2,26,0.4297778526623207,0.08771929824561403,0.4825028490920653,1310,1330
2018-06-10,Leinster GAA Football Senior Championship,carlow,0,8,laois,0,12,0.4269183689640493,0.11875,0.4543316310359508,1583,1594
2018-06-10,Leinster GAA Football Senior Championship,dublin,2,25,longford,0,12,0.7835432131438197,0.07142857142857142,0.14502821542760883,1807,1514
2018-06-10,Ulster GAA Football Senior Championship,donegal,2,22,down,1,12,0.5752791651856966,0.061855670103092786,0.36286516471121066,1546,1466
2018-06-17,Connacht GAA Football Senior Championship,roscommon,2,6,galway,0,16,0.2989049358943737,0.15584415584415584,0.5452509082614705,1599,1703
2018-06-23,GAA Football All-Ireland Senior Championship,waterford,0,9,monaghan,5,21,0.14135864654964622,0,0.8586413534503538,1339,1652
2018-06-23,GAA Football All-Ireland Senior Championship,carlow,1,10,tyrone,4,13,0.3676890290581949,0.04819277108433735,0.5841181998574677,1564,1645
2018-06-23,GAA Football All-Ireland Senior Championship,cavan,1,14,down,0,15,0.5764131566898839,0.061855670103092786,0.3617311732070233,1525,1444
2018-06-23,GAA Football All-Ireland Senior Championship,tipperary,1,11,mayo,1,19,0.39915543459776376,0.04819277108433735,0.5526517943178989,1533,1589
2018-06-23,GAA Football All-Ireland Senior Championship,sligo,1,13,armagh,1,19,0.27090948233185963,0.09615384615384616,0.6329366715142942,1457,1605
2018-06-23,GAA Football All-Ireland Senior Championship,longford,1,13,kildare,1,16,0.4916031682089779,0.07692307692307693,0.43147375486794515,1503,1480
2018-06-23,GAA Football All-Ireland Senior Championship,leitrim,0,25,louth,1,12,0.5606905092079776,0.061855670103092786,0.37745382068892963,1423,1354
2018-06-23,Munster GAA Football Senior Championship,cork,2,4,kerry,3,18,0.2839628880804998,0.15584415584415584,0.5601929560753445,1520,1638
2018-06-24,GAA Football All-Ireland Senior Championship,offaly,2,14,clare,1,19,0.38489182360284657,0.04819277108433735,0.566915405312816,1418,1486
