Date,competition,team1,team1_goals,team1_points,team2,team2_goals,team2_points,team1_score,team2_score,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,Season_Year
5/21/17,Leinster GAA Football Senior Championship,Laois,4,15,Longford,0,16,27,16,1466.007646,1465.160868,50,50,1490.786612,1440.381902,2017
5/21/17,Leinster GAA Football Senior Championship,Carlow,2,17,Wexford,2,13,23,19,1535.067872,1473.786372,59,41,1547.992544,1460.8617,2017
5/21/17,Ulster GAA Football Senior Championship,Donegal,3,19,Antrim,1,9,28,12,1538.93773,1443.834958,63,37,1558.84219,1423.930499,2017
5/27/17,Munster GAA Football Senior Championship,Waterford,1,11,Cork,1,12,14,15,1420.130107,1507.603231,38,62,1415.107497,1512.625841,2017
5/28/17,Connacht GAA Football Senior Championship,London,0,16,Leitrim,3,10,16,19,1400.592602,1494.009558,37,63,1390.78617,1503.815991,2017
5/28/17,Munster GAA Football Senior Championship,Clare,1,13,Limerick,1,12,16,15,1476.446935,1456.359376,53,47,1482.919004,1449.887308,2017
5/28/17,Ulster GAA Football Senior Championship,Derry,0,11,Tyrone,0,22,11,22,1439.81707,1531.687574,37,63,1422.128398,1549.376247,2017
6/3/17,Leinster GAA Football Senior Championship,Dublin,0,19,Carlow,0,7,19,7,1629.676777,1547.992544,62,38,1648.698367,1528.970954,2017
6/4/17,Leinster GAA Football Senior Championship,Meath,0,27,Louth,3,9,27,18,1543.586374,1518.670705,54,46,1564.724401,1497.532678,2017
6/4/17,Leinster GAA Football Senior Championship,Kildare,1,21,Laois,1,7,24,10,1556.376974,1490.786612,59,41,1577.767259,1469.396327,2017
6/4/17,Ulster GAA Football Senior Championship,Down,0,15,Armagh,2,7,15,13,1443.268015,1544.999888,36,64,1456.758262,1531.509641,2017
6/10/17,Munster GAA Football Senior Championship,Cork,1,10,Tipperary,1,9,13,12,1512.625841,1581.404339,40,60,1520.660631,1573.369549,2017
6/11/17,Connacht GAA Football Senior Championship,Galway,0,15,Mayo,1,11,15,14,1595.32227,1573.990107,53,47,1601.766207,1567.54617,2017
6/11/17,Leinster GAA Football Senior Championship,Offaly,0,10,Westmeath,0,10,10,10,1475.98686,1621.913463,30,70,1475.98686,1621.913463,2017
6/11/17,Munster GAA Football Senior Championship,Clare,1,12,Kerry,1,18,15,21,1482.919004,1560.116789,39,61,1468.229266,1574.806527,2017
6/11/17,Ulster GAA Football Senior Championship,Cavan,0,15,Monaghan,1,15,15,18,1475.482054,1536.592212,41,59,1464.342054,1547.732212,2017
6/17/17,GAA Football All-Ireland Senior Championship,Waterford,0,13,Derry,1,17,13,20,1415.107497,1422.128398,49,51,1394.798047,1442.437847,2017
6/17/17,GAA Football All-Ireland Senior Championship,Louth,1,10,Longford,2,15,13,21,1497.532678,1440.381902,58,42,1472.625429,1465.289151,2017
6/17/17,GAA Football All-Ireland Senior Championship,Wicklow,3,10,Laois,2,16,19,22,1425.770985,1469.396327,44,56,1413.875518,1481.291794,2017
6/17/17,GAA Football All-Ireland Senior Championship,Sligo,0,22,Antrim,3,7,22,16,1487.915762,1423.930499,59,41,1503.381358,1408.464902,2017
6/17/17,Leinster GAA Football Senior Championship,Westmeath,3,17,Offaly,0,15,26,15,1621.913463,1475.98686,70,30,1635.966797,1461.933526,2017
6/17/17,Leinster GAA Football Senior Championship,Meath,0,13,Kildare,2,16,13,22,1564.724401,1577.767259,48,52,1542.693157,1599.798503,2017
6/18/17,Connacht GAA Football Senior Championship,Roscommon,2,23,Leitrim,1,9,29,12,1434.617662,1503.815991,40,60,1468.148496,1470.285157,2017
6/18/17,Ulster GAA Football Senior Championship,Donegal,1,12,Tyrone,1,21,15,24,1558.84219,1549.376247,51,49,1535.290487,1572.92795,2017
6/24/17,GAA Football All-Ireland Senior Championship,Limerick,0,11,Wexford,0,12,11,12,1449.887308,1460.8617,48,52,1443.208025,1467.540982,2017
6/24/17,Ulster GAA Football Senior Championship,Down,1,14,Monaghan,0,15,17,15,1456.758262,1547.732212,37,63,1470.009101,1534.481373,2017
6/25/17,GAA Football All-Ireland Senior Championship,London,0,12,Carlow,0,13,12,13,1390.78617,1528.970954,31,69,1386.729613,1533.027511,2017
6/25/17,GAA Football All-Ireland Senior Championship,Armagh,0,20,Fermanagh,0,11,20,11,1531.509641,1425.441393,65,35,1546.971057,1409.979977,2017
6/25/17,GAA Football All-Ireland Senior Championship,Offaly,0,16,Cavan,0,17,16,17,1461.933526,1464.342054,50,50,1455.057632,1471.217948,2017
6/25/17,Leinster GAA Football Senior Championship,Dublin,4,29,Westmeath,0,10,41,10,1648.698367,1635.966797,52,48,1681.894189,1602.770975,2017
7/1/17,GAA Football All-Ireland Senior Championship,Laois,0,14,Clare,2,18,14,24,1481.291794,1468.229266,52,48,1456.558583,1492.962477,2017
7/1/17,GAA Football All-Ireland Senior Championship,Mayo,2,21,Derry,1,13,27,16,1567.54617,1442.437847,67,33,1582.939619,1427.044398,2017
7/1/17,GAA Football All-Ireland Senior Championship,Donegal,0,12,Longford,0,7,12,7,1535.290487,1465.289151,60,40,1549.20342,1451.376218,2017
7/1/17,GAA Football All-Ireland Senior Championship,Meath,0,14,Sligo,1,9,14,12,1542.693157,1503.381358,56,44,1552.27036,1493.804155,2017
7/2/17,Munster GAA Football Senior Championship,Kerry,1,23,Cork,0,15,26,15,1574.806527,1520.660631,58,42,1595.309442,1500.157715,2017
7/8/17,GAA Football All-Ireland Senior Championship,Cavan,0,18,Tipperary,2,15,18,21,1471.217948,1573.369549,36,64,1461.756715,1582.830781,2017
7/8/17,GAA Football All-Ireland Senior Championship,Carlow,2,14,Leitrim,0,13,20,13,1533.027511,1470.285157,59,41,1549.633432,1453.679236,2017
7/8/17,GAA Football All-Ireland Senior Championship,Wexford,1,11,Monaghan,3,23,14,32,1467.540982,1534.481373,40,60,1444.404456,1557.617899,2017
7/8/17,GAA Football All-Ireland Senior Championship,Clare,0,13,Mayo,2,14,13,20,1492.962477,1582.939619,37,63,1478.046108,1597.855988,2017
7/8/17,GAA Football All-Ireland Senior Championship,Meath,1,14,Donegal,1,15,17,18,1552.27036,1549.20342,50,50,1545.287437,1556.186342,2017
7/8/17,GAA Football All-Ireland Senior Championship,Westmeath,1,7,Armagh,1,12,10,15,1602.770975,1546.971057,58,42,1582.514003,1567.228029,2017
7/9/17,Connacht GAA Football Senior Championship,Galway,0,12,Roscommon,2,15,12,21,1601.766207,1468.148496,68,32,1572.099066,1497.815637,2017
7/15/17,GAA Football All-Ireland Senior Championship,Tipperary,1,15,Armagh,1,17,18,20,1582.830781,1567.228029,52,48,1571.43246,1578.62635,2017
7/15/17,GAA Football All-Ireland Senior Championship,Carlow,1,7,Monaghan,1,12,10,15,1549.633432,1557.617899,49,51,1532.190836,1575.060495,2017
7/16/17,Leinster GAA Football Senior Championship,Dublin,2,23,Kildare,1,17,29,20,1681.894189,1599.798503,62,38,1698.942135,1582.750557,2017
7/16/17,Ulster GAA Football Senior Championship,Down,0,15,Tyrone,2,17,15,23,1470.009101,1572.92795,36,64,1455.060938,1587.876113,2017
7/22/17,GAA Football All-Ireland Senior Championship,Cork,2,20,Mayo,0,27,26,27,1500.157715,1597.855988,36,64,1495.339529,1602.674174,2017
7/22/17,GAA Football All-Ireland Senior Championship,Galway,4,17,Donegal,0,14,29,14,1572.099066,1556.186342,52,48,1598.365991,1529.919417,2017
7/29/17,GAA Football All-Ireland Senior Championship,Down,1,16,Monaghan,1,24,19,27,1455.060938,1575.060495,33,67,1441.14844,1588.972993,2017
7/29/17,GAA Football All-Ireland Senior Championship,Armagh,1,17,Kildare,0,17,20,17,1578.62635,1582.750557,49,51,1592.627598,1568.749309,2017
7/30/17,GAA Football All-Ireland Senior Championship,Kerry,1,18,Galway,0,13,21,13,1595.309442,1598.365991,50,50,1617.44423,1576.231203,2017
7/30/17,GAA Football All-Ireland Senior Championship,Roscommon,2,9,Mayo,1,12,15,15,1497.815637,1602.674174,35,65,1497.815637,1602.674174,2017
8/5/17,GAA Football All-Ireland Senior Championship,Tyrone,3,17,Armagh,0,8,26,8,1587.876113,1592.627598,49,51,1617.658832,1562.844879,2017
8/5/17,GAA Football All-Ireland Senior Championship,Dublin,1,19,Monaghan,0,12,22,12,1698.942135,1588.972993,65,35,1714.783212,1573.131916,2017
8/7/17,GAA Football All-Ireland Senior Championship,Mayo,4,19,Roscommon,0,9,31,9,1602.674174,1497.815637,65,35,1623.834629,1476.655182,2017
8/20/17,GAA Football All-Ireland Senior Championship,Kerry,2,14,Mayo,2,14,20,20,1617.44423,1623.834629,49,51,1617.44423,1623.834629,2017
8/26/17,GAA Football All-Ireland Senior Championship,Kerry,0,17,Mayo,2,16,17,22,1617.44423,1623.834629,49,51,1599.907098,1641.371761,2017
8/27/17,GAA Football All-Ireland Senior Championship,Dublin,2,17,Tyrone,0,11,23,11,1714.783212,1617.658832,64,36,1732.65462,1599.787424,2017
9/17/17,GAA Football All-Ireland Senior Championship,Dublin,1,17,Mayo,1,16,20,19,1732.65462,1641.371761,63,37,1737.600525,1636.425856,2017
1/27/18,Allianz Football League Roinn 1,Dublin,2,17,Kildare,2,10,23,16,1660.067017,1547.49954,66,34,1673.655126,1533.91143,2018
1/27/18,Allianz Football League Roinn 2,Clare,1,12,Cavan,2,9,15,15,1487.030738,1476.171144,52,48,1487.030738,1476.171144,2018
1/27/18,Allianz Football League Roinn 2,Cork,1,16,Tipperary,3,16,19,25,1498.559686,1549.288307,43,57,1482.296762,1565.551231,2018
1/27/18,Allianz Football League Roinn 4,London,2,9,Carlow,2,14,15,20,1426.153075,1523.127224,36,64,1413.661218,1535.619081,2018
1/27/18,Allianz Football League Roinn 4,Laois,2,12,Limerick,0,9,18,9,1472.705722,1463.80535,51,49,1495.051439,1441.459633,2018
1/28/18,Allianz Football League Roinn 1,Kerry,2,18,Donegal,3,14,24,23,1568.271399,1521.612945,57,43,1574.152837,1515.731507,2018
1/28/18,Allianz Football League Roinn 1,Monaghan,0,12,Mayo,0,13,12,13,1550.421277,1592.617237,44,56,1544.442195,1598.59632,2018
1/28/18,Allianz Football League Roinn 1,Galway,1,9,Tyrone,0,8,12,8,1552.487469,1568.191616,48,52,1569.189598,1551.489487,2018
1/28/18,Allianz Football League Roinn 2,Louth,0,11,Down,1,14,11,17,1483.416952,1462.432294,53,47,1462.978921,1482.870325,2018
1/28/18,Allianz Football League Roinn 2,Roscommon,2,12,Meath,2,12,18,18,1486.103455,1531.858292,43,57,1486.103455,1531.858292,2018
1/28/18,Allianz Football League Roinn 3,Armagh,2,17,Sligo,0,9,23,9,1543.563253,1497.536104,57,43,1566.595197,1474.50416,2018
1/28/18,Allianz Football League Roinn 3,Fermanagh,3,7,Wexford,2,5,16,11,1441.653318,1464.60297,47,53,1460.555549,1445.70074,2018
1/28/18,Allianz Football League Roinn 3,Offaly,1,13,Longford,3,18,16,27,1471.705088,1469.250812,50,50,1446.708377,1494.247523,2018
1/28/18,Allianz Football League Roinn 3,Derry,2,14,Westmeath,2,17,20,23,1453.029599,1556.676002,36,64,1443.626748,1566.078853,2018
1/28/18,Allianz Football League Roinn 4,Antrim,0,15,Leitrim,0,5,15,5,1440.643268,1470.786157,46,54,1466.345237,1445.084188,2018
1/28/18,Allianz Football League Roinn 4,Wicklow,0,12,Waterford,0,12,12,12,1444.250346,1431.532032,52,48,1444.250346,1431.532032,2018
2/3/18,Allianz Football League Roinn 1,Tyrone,1,11,Dublin,2,13,14,19,1551.489487,1673.655126,33,67,1540.248867,1684.895747,2018
2/3/18,Allianz Football League Roinn 1,Mayo,2,9,Kerry,1,15,15,18,1598.59632,1574.152837,54,46,1583.922702,1588.826454,2018
2/3/18,Allianz Football League Roinn 2,Cavan,3,17,Louth,0,13,26,13,1476.171144,1462.978921,52,48,1501.408804,1437.741261,2018
2/4/18,Allianz Football League Roinn 1,Kildare,0,12,Monaghan,1,10,12,13,1533.91143,1544.442195,48,52,1527.222007,1551.131618,2018
2/4/18,Allianz Football League Roinn 1,Donegal,0,14,Galway,1,12,14,15,1515.731507,1569.189598,42,58,1509.997537,1574.923567,2018
2/4/18,Allianz Football League Roinn 2,Down,0,10,Cork,1,13,10,16,1482.870325,1482.296762,50,50,1463.384179,1501.782907,2018
2/4/18,Allianz Football League Roinn 2,Tipperary,3,9,Roscommon,1,17,18,20,1565.551231,1486.103455,61,39,1552.564786,1499.089899,2018
2/4/18,Allianz Football League Roinn 2,Meath,0,21,Clare,0,7,21,7,1531.858292,1487.030738,56,44,1554.992628,1463.896402,2018
2/4/18,Allianz Football League Roinn 3,Sligo,1,16,Wexford,1,13,19,16,1474.50416,1445.70074,54,46,1487.056115,1433.148785,2018
2/4/18,Allianz Football League Roinn 3,Longford,1,13,Derry,1,6,16,9,1494.247523,1443.626748,57,43,1511.633445,1426.240826,2018
2/4/18,Allianz Football League Roinn 3,Fermanagh,2,11,Offaly,1,6,17,9,1460.555549,1446.708377,52,48,1481.520588,1425.743337,2018
2/4/18,Allianz Football League Roinn 3,Westmeath,1,11,Armagh,2,17,14,23,1566.078853,1566.595197,50,50,1543.092617,1589.581433,2018
2/4/18,Allianz Football League Roinn 4,London,1,16,Wicklow,0,10,19,10,1413.661218,1444.250346,46,54,1438.365609,1419.545955,2018
2/4/18,Allianz Football League Roinn 4,Waterford,0,10,Antrim,2,12,10,18,1431.532032,1466.345237,45,55,1412.062171,1485.815098,2018
2/4/18,Allianz Football League Roinn 4,Leitrim,3,10,Laois,3,16,19,25,1445.084188,1495.051439,43,57,1428.774928,1511.360699,2018
2/4/18,Allianz Football League Roinn 4,Limerick,0,13,Carlow,2,11,13,17,1441.459633,1535.619081,37,63,1430.109094,1546.96962,2018
2/10/18,Allianz Football League Roinn 1,Dublin,0,20,Donegal,0,15,20,15,1684.895747,1509.997537,73,27,1693.77928,1501.114004,2018
2/10/18,Allianz Football League Roinn 4,Carlow,2,11,Leitrim,0,5,17,5,1546.96962,1428.774928,66,34,1563.335824,1412.408725,2018
2/10/18,Allianz Football League Roinn 4,Laois,0,18,Waterford,1,11,18,14,1511.360699,1412.062171,64,36,1522.474875,1400.947995,2018
2/11/18,Allianz Football League Roinn 1,Galway,1,13,Mayo,0,11,16,11,1574.923567,1583.922702,49,51,1593.230268,1565.616001,2018
2/11/18,Allianz Football League Roinn 1,Kildare,0,18,Tyrone,1,16,18,19,1527.222007,1540.248867,48,52,1520.589577,1546.881297,2018
2/11/18,Allianz Football League Roinn 2,Clare,0,11,Tipperary,0,11,11,11,1463.896402,1552.564786,38,62,1463.896402,1552.564786,2018
2/11/18,Allianz Football League Roinn 2,Cork,2,11,Louth,0,10,17,10,1501.782907,1437.741261,59,41,1518.306195,1421.217973,2018
2/11/18,Allianz Football League Roinn 2,Roscommon,0,7,Down,0,12,7,12,1499.089899,1463.384179,55,45,1479.652842,1482.821237,2018
2/11/18,Allianz Football League Roinn 3,Armagh,1,11,Longford,1,10,14,13,1589.581433,1511.633445,61,39,1594.798542,1506.416335,2018
2/11/18,Allianz Football League Roinn 3,Wexford,1,10,Westmeath,0,16,13,16,1433.148785,1543.092617,35,65,1423.989617,1552.251785,2018
2/11/18,Allianz Football League Roinn 4,London,2,8,Limerick,2,8,14,14,1438.365609,1430.109094,51,49,1438.365609,1430.109094,2018
2/11/18,Allianz Football League Roinn 4,Antrim,0,12,Wicklow,0,12,12,12,1485.815098,1419.545955,59,41,1485.815098,1419.545955,2018
2/18/18,Allianz Football League Roinn 1,Monaghan,1,13,Kerry,0,14,16,14,1551.131618,1588.826454,45,55,1563.099954,1576.858118,2018
2/18/18,Allianz Football League Roinn 2,Cavan,2,14,Meath,1,12,20,15,1501.408804,1554.992628,42,58,1521.576848,1534.824585,2018
2/18/18,Allianz Football League Roinn 3,Sligo,0,8,Fermanagh,0,13,8,13,1487.056115,1481.520588,51,49,1468.898758,1499.677945,2018
2/18/18,Allianz Football League Roinn 3,Derry,1,15,Offaly,0,13,18,13,1426.240826,1425.743337,50,50,1444.12872,1407.855444,2018
2/24/18,Allianz Football League Roinn 1,Mayo,0,12,Dublin,2,10,12,16,1565.616001,1693.77928,32,68,1555.776392,1703.618889,2018
2/24/18,Allianz Football League Roinn 1,Monaghan,0,15,Tyrone,0,14,15,14,1563.099954,1546.881297,52,48,1569.659733,1540.321518,2018
2/24/18,Allianz Football League Roinn 2,Tipperary,2,15,Meath,1,10,21,13,1552.564786,1534.824585,53,47,1573.2493,1514.140071,2018
2/24/18,Allianz Football League Roinn 3,Fermanagh,1,16,Derry,3,8,19,17,1499.677945,1444.12872,58,42,1508.694713,1435.111952,2018
2/24/18,Allianz Football League Roinn 4,Waterford,2,9,Carlow,2,12,15,18,1400.947995,1563.335824,28,72,1393.667877,1570.615941,2018
2/25/18,Allianz Football League Roinn 1,Donegal,1,15,Kildare,3,7,18,16,1501.114004,1520.589577,47,53,1512.613513,1509.090069,2018
2/25/18,Allianz Football League Roinn 1,Kerry,0,14,Galway,1,14,14,17,1576.858118,1593.230268,48,52,1563.745535,1606.342851,2018
2/25/18,Allianz Football League Roinn 2,Cork,0,11,Cavan,0,14,11,14,1518.306195,1521.576848,50,50,1504.594134,1535.288908,2018
2/25/18,Allianz Football League Roinn 2,Down,1,10,Clare,1,12,13,15,1482.821237,1463.896402,53,47,1471.336088,1475.381551,2018
2/25/18,Allianz Football League Roinn 2,Louth,0,12,Roscommon,1,21,12,24,1421.217973,1479.652842,42,58,1400.395299,1500.475516,2018
2/25/18,Allianz Football League Roinn 3,Westmeath,0,20,Sligo,0,14,20,14,1552.251785,1468.898758,62,38,1566.586893,1454.56365,2018
2/25/18,Allianz Football League Roinn 3,Longford,1,12,Wexford,0,9,15,9,1506.416335,1423.989617,62,38,1520.804526,1409.601426,2018
2/25/18,Allianz Football League Roinn 3,Offaly,1,9,Armagh,1,15,12,18,1407.855444,1594.798542,25,75,1398.735852,1603.918133,2018
2/25/18,Allianz Football League Roinn 4,Leitrim,2,18,Limerick,1,9,24,12,1412.408725,1430.109094,47,53,1439.148682,1403.369137,2018
2/25/18,Allianz Football League Roinn 4,Wicklow,0,10,Laois,1,16,10,19,1419.545955,1522.474875,36,64,1403.881656,1538.139174,2018
2/25/18,Allianz Football League Roinn 4,London,0,13,Antrim,0,17,13,17,1438.365609,1485.815098,43,57,1424.74936,1499.431348,2018
3/10/18,Allianz Football League Roinn 1,Tyrone,2,13,Donegal,1,10,19,13,1540.321518,1512.613513,54,46,1558.009267,1494.925763,2018
3/10/18,Allianz Football League Roinn 2,Cavan,0,17,Down,0,14,17,14,1535.288908,1471.336088,59,41,1546.308196,1460.316801,2018
3/10/18,Allianz Football League Roinn 3,Wexford,1,10,Offaly,1,13,13,16,1409.601426,1398.735852,52,48,1395.37534,1412.961938,2018
3/10/18,Allianz Football League Roinn 3,Armagh,1,15,Derry,0,14,18,14,1603.918133,1435.111952,73,27,1612.12538,1426.904705,2018
3/10/18,Allianz Football League Roinn 4,Limerick,2,10,Waterford,2,9,16,15,1403.369137,1393.667877,51,49,1410.077533,1386.959481,2018
3/10/18,Allianz Football League Roinn 4,Carlow,1,17,Wicklow,0,12,20,12,1570.615941,1403.881656,72,28,1581.927678,1392.569919,2018
3/11/18,Allianz Football League Roinn 2,Tipperary,2,17,Louth,0,9,23,9,1573.2493,1400.395299,73,27,1586.803495,1386.841105,2018
3/11/18,Allianz Football League Roinn 2,Clare,2,12,Roscommon,2,19,18,25,1475.381551,1500.475516,46,54,1456.304036,1519.55303,2018
3/11/18,Allianz Football League Roinn 2,Meath,1,15,Cork,2,16,18,22,1514.140071,1504.594134,51,49,1497.675046,1521.059159,2018
3/11/18,Allianz Football League Roinn 3,Sligo,0,18,Longford,2,12,18,18,1454.56365,1520.804526,41,59,1454.56365,1520.804526,2018
3/11/18,Allianz Football League Roinn 3,Westmeath,0,14,Fermanagh,1,9,14,12,1566.586893,1508.694713,58,42,1575.524009,1499.757597,2018
3/11/18,Allianz Football League Roinn 4,London,2,9,Laois,0,17,15,17,1424.74936,1538.139174,34,66,1417.595317,1545.293216,2018
3/17/18,Allianz Football League Roinn 1,Kerry,0,19,Kildare,0,14,19,14,1563.745535,1509.090069,58,42,1578.500942,1494.334662,2018
3/17/18,Allianz Football League Roinn 2,Cork,0,12,Clare,0,14,12,14,1521.059159,1456.304036,59,41,1508.420823,1468.942372,2018
3/18/18,Allianz Football League Roinn 1,Galway,0,13,Dublin,0,13,13,13,1606.342851,1703.618889,36,64,1606.342851,1703.618889,2018
3/18/18,Allianz Football League Roinn 1,Monaghan,1,16,Donegal,1,10,19,13,1569.659733,1494.925763,61,39,1584.492658,1480.092838,2018
3/18/18,Allianz Football League Roinn 1,Mayo,0,8,Tyrone,2,14,8,20,1555.776392,1558.009267,50,50,1530.317578,1583.468082,2018
3/18/18,Allianz Football League Roinn 2,Roscommon,0,15,Cavan,0,13,15,13,1519.55303,1546.308196,46,54,1531.241352,1534.619873,2018
3/18/18,Allianz Football League Roinn 3,Derry,2,20,Wexford,3,8,26,17,1426.904705,1395.37534,55,45,1447.550814,1374.72923,2018
3/18/18,Allianz Football League Roinn 3,Longford,1,16,Westmeath,1,12,19,15,1520.804526,1575.524009,42,58,1538.961337,1557.367198,2018
3/18/18,Allianz Football League Roinn 3,Fermanagh,0,7,Armagh,0,7,7,7,1499.757597,1612.12538,34,66,1499.757597,1612.12538,2018
3/18/18,Allianz Football League Roinn 4,Antrim,0,12,Carlow,1,12,12,15,1499.431348,1581.927678,38,62,1489.183838,1592.175187,2018
3/19/18,Allianz Football League Roinn 3,Offaly,0,8,Sligo,0,8,8,8,1412.961938,1454.56365,44,56,1412.961938,1454.56365,2018
3/19/18,Allianz Football League Roinn 4,Waterford,0,0,Leitrim,0,0,0,0,1386.959481,1439.148682,43,57,1386.959481,1439.148682,2018
3/19/18,Allianz Football League Roinn 4,Wicklow,0,0,Limerick,0,0,0,0,1392.569919,1410.077533,47,53,1392.569919,1410.077533,2018
3/25/18,Allianz Football League Roinn 1,Dublin,0,17,Monaghan,2,12,17,18,1703.618889,1584.492658,67,33,1694.873314,1593.238233,2018
3/25/18,Allianz Football League Roinn 1,Donegal,0,13,Mayo,0,13,13,13,1480.092838,1530.317578,43,57,1480.092838,1530.317578,2018
3/25/18,Allianz Football League Roinn 1,Kildare,0,10,Galway,0,16,10,16,1494.334662,1606.342851,34,66,1481.589139,1619.088374,2018
3/25/18,Allianz Football League Roinn 1,Tyrone,1,17,Kerry,0,14,20,14,1583.468082,1578.500942,51,49,1602.605795,1559.363229,2018
3/25/18,Allianz Football League Roinn 2,Roscommon,0,17,Cork,1,11,17,14,1531.241352,1508.420823,53,47,1544.062058,1495.600117,2018
3/25/18,Allianz Football League Roinn 2,Meath,4,14,Down,1,14,26,17,1497.675046,1460.316801,55,45,1517.891234,1440.100614,2018
3/25/18,Allianz Football League Roinn 2,Clare,3,12,Louth,1,11,21,14,1468.942372,1386.841105,62,38,1484.337859,1371.445617,2018
3/25/18,Allianz Football League Roinn 2,Cavan,0,17,Tipperary,2,10,17,16,1534.619873,1586.803495,43,57,1542.400123,1579.023245,2018
3/25/18,Allianz Football League Roinn 3,Wexford,0,12,Armagh,1,8,12,11,1374.72923,1612.12538,20,80,1384.699674,1602.154936,2018
3/25/18,Allianz Football League Roinn 3,Longford,1,9,Fermanagh,1,10,12,13,1538.961337,1499.757597,56,44,1531.38603,1507.332905,2018
3/25/18,Allianz Football League Roinn 3,Sligo,3,11,Derry,2,12,20,18,1454.56365,1447.550814,51,49,1465.293849,1436.820616,2018
3/25/18,Allianz Football League Roinn 3,Westmeath,1,14,Offaly,1,20,17,23,1557.367198,1412.961938,70,30,1531.925858,1438.403277,2018
3/25/18,Allianz Football League Roinn 4,Carlow,0,8,Laois,1,6,8,9,1592.175187,1545.293216,57,43,1584.478064,1552.99034,2018
3/25/18,Allianz Football League Roinn 4,London,1,14,Waterford,1,16,17,19,1417.595317,1386.959481,54,46,1405.807129,1398.747669,2018
3/25/18,Allianz Football League Roinn 4,Limerick,0,12,Antrim,1,13,12,16,1410.077533,1489.183838,39,61,1398.019173,1501.242198,2018
3/25/18,Allianz Football League Roinn 4,Leitrim,2,15,Wicklow,0,10,21,10,1439.148682,1392.569919,57,43,1460.239647,1371.478954,2018
3/31/18,Allianz Football League Roinn 2,Down,2,11,Tipperary,1,11,17,14,1440.100614,1579.023245,31,69,1458.092856,1561.031002,2018
3/31/18,Allianz Football League Roinn 2,Louth,0,7,Meath,1,12,7,15,1371.445617,1517.891234,30,70,1359.047922,1530.288929,2018
3/31/18,Allianz Football League Roinn 3,Armagh,1,16,Fermanagh,0,17,19,17,1602.154936,1507.332905,63,37,1609.881977,1499.605864,2018
3/31/18,Allianz Football League Roinn 4,Carlow,0,11,Laois,0,15,11,15,1584.478064,1552.99034,55,45,1567.176676,1570.291727,2018
4/1/18,Allianz Football League Roinn 1,Dublin,0,18,Galway,0,14,18,14,1694.873314,1619.088374,61,39,1707.090852,1606.870836,2018
4/1/18,Allianz Football League Roinn 2,Cavan,4,12,Roscommon,4,16,24,28,1542.400123,1544.062058,50,50,1526.394821,1560.067361,2018
5/6/18,Connacht GAA Football Senior Championship,London,1,11,Sligo,1,21,14,24,1405.807129,1465.293849,42,58,1386.418376,1484.682601,2018
5/6/18,Connacht GAA Football Senior Championship,New_york,1,15,Leitrim,0,19,18,19,1484.616981,1460.239647,54,46,1477.281253,1467.575375,2018
5/12/18,Leinster GAA Football Senior Championship,Wexford,1,18,Laois,2,21,21,27,1384.699674,1570.291727,26,74,1375.521894,1579.469508,2018
5/13/18,Connacht GAA Football Senior Championship,Mayo,0,12,Galway,1,12,12,15,1530.317578,1606.870836,39,61,1519.825761,1617.362653,2018
5/13/18,Leinster GAA Football Senior Championship,Louth,0,12,Carlow,2,17,12,23,1359.047922,1567.176676,23,77,1348.522817,1577.701781,2018
5/13/18,Leinster GAA Football Senior Championship,Offaly,1,15,Wicklow,1,20,18,23,1438.403277,1371.478954,60,40,1417.706006,1392.176226,2018
5/13/18,Ulster GAA Football Senior Championship,Donegal,2,20,Cavan,1,15,26,18,1480.092838,1526.394821,43,57,1504.463158,1502.024501,2018
5/19/18,Munster GAA Football Senior Championship,Limerick,0,14,Clare,1,23,14,26,1398.019173,1484.337859,38,62,1379.346839,1503.010193,2018
5/19/18,Munster GAA Football Senior Championship,Tipperary,0,20,Waterford,0,9,20,9,1561.031002,1398.747669,72,28,1574.08669,1385.691981,2018
5/19/18,Ulster GAA Football Senior Championship,Fermanagh,0,12,Armagh,0,7,12,7,1499.605864,1609.881977,35,65,1521.908969,1587.578871,2018
5/20/18,Ulster GAA Football Senior Championship,Tyrone,1,16,Monaghan,1,18,19,21,1602.605795,1593.238233,51,49,1591.371372,1604.472656,2018
5/26/18,Connacht GAA Football Senior Championship,Leitrim,0,10,Roscommon,0,24,10,24,1467.575375,1560.067361,37,63,1448.346855,1579.295881,2018
5/26/18,Leinster GAA Football Senior Championship,Westmeath,1,12,Laois,4,13,15,25,1531.925858,1579.469508,43,57,1511.646155,1599.749211,2018
5/26/18,Munster GAA Football Senior Championship,Tipperary,0,9,Cork,1,17,9,20,1574.08669,1495.600117,61,39,1544.763849,1524.922958,2018
5/26/18,Ulster GAA Football Senior Championship,Down,1,18,Antrim,1,14,21,17,1458.092856,1501.242198,44,56,1475.827999,1483.507056,2018
5/27/18,Leinster GAA Football Senior Championship,Kildare,1,10,Carlow,2,14,13,20,1481.589139,1577.701781,37,63,1467.040392,1592.250528,2018
5/27/18,Leinster GAA Football Senior Championship,Longford,0,16,Meath,0,14,16,14,1531.38603,1530.288929,50,50,1542.332003,1519.342956,2018
5/27/18,Leinster GAA Football Senior Championship,Dublin,4,25,Wicklow,1,11,37,14,1707.090852,1392.176226,86,14,1714.891859,1384.375219,2018
