Date,competition,home_team,home_goals,home_points,away_team,away_goals,away_points,total_home_score,total_away_score,home_prob,draw_prob,away_prob,home_elo,away_elo
7/21/18,GAA Football All-Ireland Senior Championship,Roscommon,0,13,Donegal,0,20,13,20,0.482647255,0.105990783,0.517352745,1543,1555
7/21/18,GAA Football All-Ireland Senior Championship,Tyrone,0,14,Dublin,1,14,14,17,0.347209005,0.068493151,0.652790995,1667,1777
7/22/18,GAA Football All-Ireland Senior Championship,Kildare,0,16,Galway,0,19,16,19,0.320709769,0.122807018,0.679290231,1531,1661
7/22/18,GAA Football All-Ireland Senior Championship,Monaghan,1,17,Kerry,1,17,20,20,0.545833708,0.068322981,0.454166292,1647,1615
8/4/18,GAA Football All-Ireland Senior Championship,Kerry,3,25,Kildare,2,16,34,22,0.628693467,0.106666667,0.371306533,1616,1524
8/4/18,GAA Football All-Ireland Senior Championship,Galway,0,8,Monaghan,0,16,8,16,0.531333578,0.068322981,0.468666422,1668,1646
8/5/18,GAA Football All-Ireland Senior Championship,Donegal,1,13,Tyrone,2,17,16,23,0.372812047,0.068493151,0.627187953,1569,1660
8/5/18,GAA Football All-Ireland Senior Championship,Dublin,4,24,Roscommon,2,16,36,22,0.812453188,0.090909091,0.187546812,1784,1529
8/11/18,GAA Football All-Ireland Senior Championship,Dublin,1,24,Galway,2,12,27,18,0.692041242,0.056603774,0.307958758,1792,1651
8/12/18,GAA Football All-Ireland Senior Championship,Monaghan,0,15,Tyrone,1,13,15,16,0.48848128,0.105990783,0.51151872,1663,1671
9/2/18,GAA Football All-Ireland Senior Championship,Dublin,2,17,Tyrone,1,14,23,17,0.670436566,0.106666667,0.329563434,1802,1679
1/26/19,Allianz Football League Roinn 1,Mayo,1,8,Roscommon,1,7,11,10,0.584429134,0.057377049,0.415570866,1581,1521
1/26/19,Allianz Football League Roinn 3,Down,1,12,Laois,2,15,15,21,0.336226523,0.068493151,0.663773477,1434,1552
1/26/19,Allianz Football League Roinn 4,Waterford,0,9,Wicklow,1,7,9,10,0.508935462,0.105990783,0.491064538,1369,1362
1/27/19,Allianz Football League Roinn 1,Monaghan,2,13,Dublin,1,13,19,16,0.28841983,0.122807018,0.71158017,1654,1811
1/27/19,Allianz Football League Roinn 1,Kerry,0,11,Tyrone,0,7,11,7,0.442738119,0.117647059,0.557261881,1630,1670
1/27/19,Allianz Football League Roinn 1,Galway,0,13,Cavan,0,11,13,11,0.67514012,0.056603774,0.32485988,1641,1514
1/27/19,Allianz Football League Roinn 2,Clare,0,13,Donegal,0,16,13,16,0.386435518,0.101694915,0.613564482,1478,1559
1/27/19,Allianz Football League Roinn 2,Kildare,0,14,Armagh,1,11,14,14,0.387744864,0.101694915,0.612255136,1510,1589
1/27/19,Allianz Football League Roinn 2,Fermanagh,0,8,Cork,1,5,8,8,0.499846823,0.105990783,0.500153177,1482,1483
1/27/19,Allianz Football League Roinn 2,Meath,0,15,Tipperary,1,8,15,11,0.507777217,0.105990783,0.492222783,1516,1511
1/27/19,Allianz Football League Roinn 3,Carlow,1,11,Sligo,0,7,14,7,0.625315237,0.106666667,0.374684763,1543,1454
1/27/19,Allianz Football League Roinn 3,Offaly,0,12,Westmeath,0,13,12,13,0.382073698,0.101694915,0.617926302,1426,1509
1/27/19,Allianz Football League Roinn 3,Louth,0,9,Longford,1,8,9,11,0.344606378,0.068493151,0.655393622,1374,1486
1/27/19,Allianz Football League Roinn 4,Antrim,1,9,Derry,1,10,12,13,0.545930998,0.068322981,0.454069002,1437,1405
1/27/19,Allianz Football League Roinn 4,London,0,10,Limerick,0,11,10,11,0.468110994,0.117647059,0.531889006,1348,1370
1/27/19,Allianz Football League Roinn 4,Leitrim,3,15,Wexford,0,11,24,11,0.59544043,0.057377049,0.40455957,1441,1373
2/2/19,Allianz Football League Roinn 1,Dublin,1,15,Galway,0,7,18,7,0.701898109,0.056603774,0.298101891,1796,1647
2/2/19,Allianz Football League Roinn 2,Donegal,1,13,Meath,0,14,16,14,0.556045403,0.068322981,0.443954597,1567,1528
2/2/19,Allianz Football League Roinn 3,Westmeath,1,10,Carlow,2,7,13,13,0.445818239,0.117647059,0.554181761,1516,1554
2/2/19,Allianz Football League Roinn 3,Laois,1,9,Louth,3,8,12,17,0.752922344,0,0.247077656,1561,1368
2/3/19,Allianz Football League Roinn 1,Cavan,0,13,Kerry,0,16,13,16,0.315165367,0.122807018,0.684834633,1508,1643
2/3/19,Allianz Football League Roinn 1,Roscommon,1,12,Monaghan,0,13,15,13,0.290652796,0.122807018,0.709347204,1514,1669
2/3/19,Allianz Football League Roinn 1,Tyrone,0,10,Mayo,2,13,10,19,0.598823049,0.057377049,0.401176951,1657,1588
2/3/19,Allianz Football League Roinn 2,Cork,0,10,Kildare,1,10,10,13,0.458778778,0.117647059,0.541221222,1483,1511
2/3/19,Allianz Football League Roinn 2,Armagh,1,13,Clare,2,10,16,16,0.662393233,0.106666667,0.337606767,1587,1470
2/3/19,Allianz Football League Roinn 2,Tipperary,2,5,Fermanagh,2,5,11,11,0.52459402,0.105990783,0.47540598,1500,1482
2/3/19,Allianz Football League Roinn 3,Longford,1,6,Offaly,0,9,9,9,0.603566292,0.057377049,0.396433708,1492,1419
2/3/19,Allianz Football League Roinn 3,Sligo,1,10,Down,1,12,13,15,0.52600828,0.068322981,0.47399172,1443,1425
2/3/19,Allianz Football League Roinn 4,Derry,0,19,London,1,9,19,12,0.605665645,0.057377049,0.394334355,1414,1340
2/3/19,Allianz Football League Roinn 4,Limerick,1,13,Waterford,0,10,16,10,0.525954947,0.068322981,0.474045053,1378,1360
2/3/19,Allianz Football League Roinn 4,Wexford,1,10,Antrim,0,9,13,9,0.399241826,0.101694915,0.600758174,1357,1428
2/3/19,Allianz Football League Roinn 4,Wicklow,1,12,Leitrim,1,16,15,19,0.378465508,0.101694915,0.621534492,1371,1457
2/9/19,Allianz Football League Roinn 1,Kerry,1,18,Dublin,2,14,21,20,0.28735717,0.122807018,0.71264283,1649,1807
2/9/19,Allianz Football League Roinn 1,Mayo,1,13,Cavan,0,11,16,11,0.647910046,0.106666667,0.352089954,1607,1501
2/9/19,Allianz Football League Roinn 2,Fermanagh,0,8,Kildare,0,6,8,6,0.445422716,0.117647059,0.554577284,1483,1521
2/9/19,Allianz Football League Roinn 3,Down,0,10,Westmeath,0,9,10,9,0.384388618,0.101694915,0.615611382,1435,1517
2/10/19,Allianz Football League Roinn 1,Roscommon,1,10,Tyrone,1,10,13,13,0.347160599,0.068493151,0.652839401,1528,1637
2/10/19,Allianz Football League Roinn 1,Monaghan,0,11,Galway,1,9,11,12,0.527779094,0.068322981,0.472220906,1656,1636
2/10/19,Allianz Football League Roinn 2,Clare,3,13,Cork,1,10,22,13,0.499545029,0.105990783,0.500454971,1473,1473
2/10/19,Allianz Football League Roinn 2,Tipperary,3,9,Donegal,0,13,18,13,0.392394417,0.101694915,0.607605583,1499,1575
2/10/19,Allianz Football League Roinn 2,Meath,2,13,Armagh,0,13,19,13,0.406635853,0.101694915,0.593364147,1519,1585
2/10/19,Allianz Football League Roinn 3,Laois,2,18,Sligo,2,10,24,16,0.652426235,0.106666667,0.347573765,1542,1433
2/10/19,Allianz Football League Roinn 3,Carlow,0,9,Longford,1,11,9,14,0.588322161,0.057377049,0.411677839,1553,1491
2/10/19,Allianz Football League Roinn 3,Offaly,2,8,Louth,2,10,14,16,0.549451715,0.068322981,0.450548285,1421,1386
2/10/19,Allianz Football League Roinn 4,Waterford,1,8,Derry,2,13,11,19,0.388599843,0.101694915,0.611400157,1347,1426
2/10/19,Allianz Football League Roinn 4,London,2,10,Wexford,0,8,16,8,0.439481548,0.117647059,0.560518452,1328,1371
2/10/19,Allianz Football League Roinn 4,Leitrim,0,14,Antrim,1,10,14,13,0.574073173,0.068322981,0.425926827,1466,1414
2/10/19,Allianz Football League Roinn 4,Wicklow,2,8,Limerick,1,6,14,9,0.459132209,0.117647059,0.540867791,1362,1391
2/23/19,Allianz Football League Roinn 1,Dublin,1,12,Mayo,0,7,15,7,0.73696595,0,0.26303405,1795,1616
2/23/19,Allianz Football League Roinn 1,Tyrone,1,16,Monaghan,0,12,19,12,0.483242705,0.105990783,0.516757295,1635,1647
2/23/19,Allianz Football League Roinn 2,Cork,1,9,Meath,2,12,12,18,0.388525476,0.101694915,0.611474524,1456,1535
2/23/19,Allianz Football League Roinn 4,Limerick,0,11,Leitrim,0,12,11,12,0.3654087,0.068493151,0.6345913,1377,1473
2/24/19,Allianz Football League Roinn 1,Galway,1,10,Kerry,0,14,13,14,0.4767233,0.105990783,0.5232767,1645,1662
2/24/19,Allianz Football League Roinn 1,Cavan,3,13,Roscommon,0,13,22,13,0.446395967,0.117647059,0.553604033,1493,1530
2/24/19,Allianz Football League Roinn 2,Kildare,1,16,Clare,0,13,19,13,0.530530905,0.068322981,0.469469095,1510,1489
2/24/19,Allianz Football League Roinn 2,Armagh,1,15,Tipperary,0,12,18,12,0.577676671,0.057377049,0.422323329,1569,1514
2/24/19,Allianz Football League Roinn 2,Donegal,0,10,Fermanagh,0,13,10,13,0.594685557,0.057377049,0.405314443,1560,1493
2/24/19,Allianz Football League Roinn 3,Longford,0,8,Down,3,7,8,16,0.585786897,0.057377049,0.414213103,1506,1445
2/24/19,Allianz Football League Roinn 3,Louth,5,16,Sligo,0,16,31,16,0.463636802,0.117647059,0.536363198,1397,1422
2/24/19,Allianz Football League Roinn 3,Westmeath,0,13,Laois,0,10,13,10,0.432884323,0.117647059,0.567115677,1506,1553
2/24/19,Allianz Football League Roinn 3,Offaly,0,15,Carlow,1,9,15,12,0.324115105,0.122807018,0.675884895,1410,1538
2/24/19,Allianz Football League Roinn 4,Antrim,1,13,London,1,8,16,11,0.586885904,0.057377049,0.413114096,1407,1346
2/24/19,Allianz Football League Roinn 4,Wexford,0,12,Waterford,4,5,12,17,0.526226354,0.068322981,0.473773646,1353,1335
2/24/19,Allianz Football League Roinn 4,Derry,2,8,Wicklow,0,9,14,9,0.588381168,0.057377049,0.411618832,1438,1376
3/2/19,Allianz Football League Roinn 1,Tyrone,1,15,Cavan,0,9,18,9,0.690294024,0.056603774,0.309705976,1650,1511
3/2/19,Allianz Football League Roinn 1,Mayo,0,12,Galway,1,11,12,14,0.457950969,0.117647059,0.542049031,1608,1637
3/2/19,Allianz Football League Roinn 2,Tipperary,0,12,Cork,1,12,12,15,0.581385107,0.057377049,0.418614893,1503,1446
3/2/19,Allianz Football League Roinn 2,Donegal,1,9,Armagh,0,11,12,11,0.453039819,0.117647059,0.546960181,1547,1580
3/2/19,Allianz Football League Roinn 3,Carlow,1,10,Louth,0,12,13,12,0.643948825,0.106666667,0.356051175,1524,1421
3/2/19,Allianz Football League Roinn 3,Laois,0,14,Longford,0,12,14,12,0.576877815,0.057377049,0.423122185,1541,1487
3/2/19,Allianz Football League Roinn 3,Down,2,12,Offaly,0,10,18,10,0.555637831,0.068322981,0.444362169,1463,1425
3/2/19,Allianz Football League Roinn 4,Waterford,1,9,Antrim,1,8,12,11,0.40212632,0.101694915,0.59787368,1348,1417
3/2/19,Allianz Football League Roinn 4,Limerick,1,5,Derry,0,13,8,13,0.390761984,0.101694915,0.609238016,1371,1448
3/2/19,Allianz Football League Roinn 4,Wicklow,0,9,Wexford,0,12,9,12,0.536462015,0.068322981,0.463537985,1366,1340
3/3/19,Allianz Football League Roinn 1,Roscommon,1,12,Dublin,2,14,15,20,0.157317706,0,0.842682294,1512,1803
3/3/19,Allianz Football League Roinn 1,Kerry,0,17,Monaghan,0,13,17,13,0.554324272,0.068322981,0.445675728,1670,1632
3/3/19,Allianz Football League Roinn 2,Meath,1,9,Kildare,1,8,12,11,0.532539432,0.068322981,0.467460568,1546,1523
3/3/19,Allianz Football League Roinn 2,Fermanagh,0,12,Clare,0,9,12,9,0.542214424,0.068322981,0.457785576,1506,1476
3/3/19,Allianz Football League Roinn 3,Sligo,1,10,Westmeath,3,12,13,21,0.33377199,0.068493151,0.66622801,1398,1518
3/3/19,Allianz Football League Roinn 4,Leitrim,1,9,London,0,7,12,7,0.695967624,0.056603774,0.304032376,1479,1335
3/16/19,Allianz Football League Roinn 1,Monaghan,0,14,Cavan,1,8,14,11,0.667265286,0.106666667,0.332734714,1622,1501
3/16/19,Allianz Football League Roinn 1,Galway,1,17,Roscommon,1,10,20,13,0.689012986,0.056603774,0.310987014,1646,1508
3/16/19,Allianz Football League Roinn 1,Kerry,0,11,Mayo,1,10,11,13,0.614002209,0.057377049,0.385997791,1680,1599
3/16/19,Allianz Football League Roinn 1,Dublin,1,11,Tyrone,1,14,14,17,0.699632806,0.056603774,0.300367194,1807,1660
3/16/19,Allianz Football League Roinn 2,Cork,1,12,Donegal,1,19,15,22,0.361737185,0.068493151,0.638262815,1458,1557
3/16/19,Allianz Football League Roinn 2,Kildare,1,11,Tipperary,2,7,14,13,0.534947646,0.068322981,0.465052354,1515,1491
3/16/19,Allianz Football League Roinn 2,Armagh,1,9,Fermanagh,0,6,12,6,0.579110368,0.057377049,0.420889632,1571,1515
3/16/19,Allianz Football League Roinn 3,Offaly,0,15,Laois,2,12,15,18,0.310768565,0.122807018,0.689231435,1411,1549
3/16/19,Allianz Football League Roinn 3,Longford,2,15,Sligo,0,14,21,14,0.628892472,0.106666667,0.371107528,1479,1388
3/16/19,Allianz Football League Roinn 3,Carlow,1,11,Down,0,15,14,15,0.575318464,0.057377049,0.424681536,1530,1477
3/16/19,Allianz Football League Roinn 4,London,0,7,Waterford,2,9,7,15,0.456197873,0.117647059,0.543802127,1328,1358
3/16/19,Allianz Football League Roinn 4,Antrim,2,15,Wicklow,0,10,21,10,0.575250715,0.057377049,0.424749285,1407,1354
3/16/19,Allianz Football League Roinn 4,Wexford,0,14,Limerick,1,10,14,13,0.485838308,0.105990783,0.514161692,1351,1361
3/16/19,Allianz Football League Roinn 4,Derry,2,16,Leitrim,1,12,22,15,0.458373913,0.117647059,0.541626087,1458,1487
3/17/19,Allianz Football League Roinn 2,Clare,1,7,Meath,1,12,10,15,0.377625968,0.101694915,0.622374032,1467,1554
3/23/19,Allianz Football League Roinn 4,Leitrim,1,20,Waterford,2,9,23,15,0.638345739,0.106666667,0.361654261,1471,1373
3/23/19,Allianz Football League Roinn 4,Derry,3,21,Wexford,4,16,30,28,0.657763745,0.106666667,0.342236255,1474,1360
3/24/19,Allianz Football League Roinn 1,Cavan,1,10,Dublin,1,16,13,19,0.151825191,0,0.848174809,1494,1793
3/24/19,Allianz Football League Roinn 1,Tyrone,3,15,Galway,1,14,24,17,0.528769108,0.068322981,0.471230892,1675,1655
3/24/19,Allianz Football League Roinn 1,Roscommon,0,13,Kerry,2,17,13,23,0.273752394,0.035714286,0.726247606,1499,1668
3/24/19,Allianz Football League Roinn 1,Mayo,3,15,Monaghan,1,18,24,21,0.474755815,0.117647059,0.525244185,1611,1629
3/24/19,Allianz Football League Roinn 2,Tipperary,1,19,Clare,3,15,22,24,0.536589408,0.068322981,0.463410592,1483,1457
3/24/19,Allianz Football League Roinn 2,Meath,2,12,Fermanagh,0,11,18,11,0.584058915,0.057377049,0.415941085,1563,1504
3/24/19,Allianz Football League Roinn 2,Armagh,1,14,Cork,3,9,17,18,0.684597464,0.056603774,0.315402536,1582,1448
3/24/19,Allianz Football League Roinn 2,Donegal,1,20,Kildare,0,10,23,10,0.563355409,0.068322981,0.436644591,1567,1523
3/24/19,Allianz Football League Roinn 3,Sligo,1,10,Offaly,1,11,13,14,0.460619322,0.117647059,0.539380678,1377,1404
3/24/19,Allianz Football League Roinn 3,Westmeath,1,14,Longford,1,10,17,13,0.554995881,0.068322981,0.445004119,1528,1490
3/24/19,Allianz Football League Roinn 3,Down,1,6,Louth,0,10,9,10,0.602273587,0.057377049,0.397726413,1487,1415
3/24/19,Allianz Football League Roinn 3,Laois,1,15,Carlow,1,12,18,15,0.551007589,0.068322981,0.448992411,1556,1520
3/24/19,Allianz Football League Roinn 4,Wicklow,0,8,London,0,6,8,6,0.535662127,0.068322981,0.464337873,1339,1314
3/24/19,Allianz Football League Roinn 4,Limerick,1,11,Antrim,2,12,14,18,0.400391536,0.101694915,0.599608464,1353,1423
3/30/19,Allianz Football League Roinn 2,Donegal,1,17,Meath,1,15,20,18,0.51443141,0.105990783,0.48556859,1585,1575
3/30/19,Allianz Football League Roinn 3,Louth,2,7,Westmeath,1,10,13,13,0.342226383,0.068493151,0.657773617,1425,1539
3/30/19,Allianz Football League Roinn 4,Derry,0,20,Leitrim,0,16,20,16,0.496709722,0.105990783,0.503290278,1480,1482
3/31/19,Allianz Football League Roinn 1,Kerry,2,10,Mayo,3,11,16,20,0.579693834,0.057377049,0.420306166,1678,1622
4/6/19,Allianz Football League Roinn 3,Laois,0,13,Westmeath,1,13,13,16,0.541466115,0.068322981,0.458533885,1565,1536
5/5/19,Connacht GAA Football Senior Championship,New_york,0,4,Mayo,1,22,4,25,0.274470904,0.035714286,0.725529096,1466,1635
5/5/19,Connacht GAA Football Senior Championship,London,1,9,Galway,0,16,12,16,0.126009785,0,0.873990215,1305,1641
5/11/19,Leinster GAA Football Senior Championship,Wicklow,1,10,Kildare,0,15,13,15,0.287418076,0.122807018,0.712581924,1347,1505
5/11/19,Munster GAA Football Senior Championship,Tipperary,1,10,Limerick,3,11,13,20,0.678017288,0.056603774,0.321982712,1473,1343
5/11/19,Munster GAA Football Senior Championship,Clare,0,9,Waterford,0,8,9,8,0.648346664,0.106666667,0.351653336,1468,1361
5/12/19,Leinster GAA Football Senior Championship,Meath,1,13,Offaly,0,14,16,14,0.70781978,0.056603774,0.29218022,1566,1412
5/12/19,Leinster GAA Football Senior Championship,Wexford,1,14,Louth,0,22,17,22,0.395199984,0.101694915,0.604800016,1354,1428
5/12/19,Ulster GAA Football Senior Championship,Tyrone,1,19,Derry,1,13,22,16,0.756535999,0,0.243464001,1689,1492
5/18/19,Ulster GAA Football Senior Championship,Cavan,1,13,Monaghan,0,12,16,12,0.323793889,0.122807018,0.676206111,1490,1617
5/19/19,Connacht GAA Football Senior Championship,Sligo,0,7,Galway,3,11,7,20,0.170266036,0,0.829733964,1369,1644
5/19/19,Ulster GAA Football Senior Championship,Down,3,13,Armagh,3,17,22,26,0.36817134,0.068493151,0.63182866,1477,1571
5/25/19,Connacht GAA Football Senior Championship,Mayo,0,17,Roscommon,2,12,17,18,0.717332691,0.056603774,0.282667309,1651,1489
5/25/19,Leinster GAA Football Senior Championship,Carlow,0,9,Meath,2,18,9,24,0.41357469,0.101694915,0.58642531,1511,1571
5/25/19,Leinster GAA Football Senior Championship,Dublin,5,21,Louth,0,10,36,10,0.887711303,0,0.112288697,1797,1437
5/25/19,Ulster GAA Football Senior Championship,Antrim,2,9,Tyrone,2,23,15,29,0.180028193,0.0625,0.819971807,1432,1695
5/26/19,Leinster GAA Football Senior Championship,Westmeath,0,10,Laois,0,12,10,12,0.491167105,0.105990783,0.508832895,1548,1554
5/26/19,Leinster GAA Football Senior Championship,Longford,3,15,Kildare,1,21,24,24,0.455945665,0.117647059,0.544054335,1480,1511
5/26/19,Ulster GAA Football Senior Championship,Fermanagh,0,9,Donegal,0,15,9,15,0.356822984,0.068493151,0.643177016,1492,1594
6/1/19,Munster GAA Football Senior Championship,Cork,3,18,Limerick,0,6,27,6,0.635154475,0.106666667,0.364845525,1459,1363
6/1/19,Munster GAA Football Senior Championship,Clare,0,12,Kerry,1,15,12,18,0.249891746,0.035714286,0.750108254,1474,1665
6/2/19,Leinster GAA Football Senior Championship,Kildare,1,18,Longford,0,10,21,10,0.542166499,0.068322981,0.457833501,1510,1481
6/2/19,Munster GAA Football Senior Championship,Cork,1,7,Limerick,2,10,10,16,0.688650805,0.056603774,0.311349195,1480,1342
6/2/19,Ulster GAA Football Senior Championship,Cavan,0,17,Armagh,1,14,17,17,0.395120562,0.101694915,0.604879438,1505,1579
6/8/19,GAA Football All-Ireland Senior Championship,Offaly,1,21,London,1,11,24,14,0.646200407,0.106666667,0.353799593,1407,1302
6/8/19,GAA Football All-Ireland Senior Championship,Leitrim,0,15,Wicklow,0,13,15,13,0.677504831,0.056603774,0.322495169,1471,1342
6/8/19,GAA Football All-Ireland Senior Championship,Wexford,0,10,Derry,4,16,10,28,0.30706522,0.122807018,0.69293478,1344,1485
6/8/19,GAA Football All-Ireland Senior Championship,Louth,1,11,Antrim,2,16,14,22,0.508330977,0.105990783,0.491669023,1430,1424
6/8/19,Ulster GAA Football Senior Championship,Tyrone,0,15,Donegal,1,16,15,19,0.638707841,0.106666667,0.361292159,1703,1604
6/9/19,GAA Football All-Ireland Senior Championship,Monaghan,1,10,Fermanagh,1,6,13,9,0.665543345,0.106666667,0.334456655,1602,1482
6/9/19,GAA Football All-Ireland Senior Championship,Down,1,13,Tipperary,1,10,16,13,0.522052942,0.105990783,0.477947058,1468,1453
6/9/19,GAA Football All-Ireland Senior Championship,Westmeath,1,22,Waterford,0,7,25,7,0.741483473,0,0.258516527,1538,1355
6/9/19,GAA Football All-Ireland Senior Championship,Carlow,0,7,Longford,2,11,7,17,0.541061515,0.068322981,0.458938485,1492,1464
6/9/19,Leinster GAA Football Senior Championship,Meath,3,13,Laois,0,11,22,11,0.53861768,0.068322981,0.46138232,1590,1563
6/9/19,Leinster GAA Football Senior Championship,Dublin,0,26,Kildare,0,11,26,11,0.831503135,0,0.168496865,1804,1527
6/9/19,Ulster GAA Football Senior Championship,Armagh,0,17,Cavan,0,23,17,23,0.600542536,0.057377049,0.399457464,1578,1507
6/16/19,Connacht GAA Football Senior Championship,Galway,0,12,Roscommon,1,13,12,16,0.703182503,0.056603774,0.296817497,1651,1501
6/22/19,GAA Football All-Ireland Senior Championship,Antrim,0,14,Kildare,1,25,14,28,0.387736036,0.101694915,0.612263964,1440,1519
6/22/19,GAA Football All-Ireland Senior Championship,Longford,1,14,Tyrone,2,15,17,21,0.234225758,0.035714286,0.765774242,1483,1688
6/22/19,GAA Football All-Ireland Senior Championship,Derry,0,12,Laois,1,13,12,16,0.435181935,0.117647059,0.564818065,1501,1546
6/22/19,GAA Football All-Ireland Senior Championship,Leitrim,0,17,Clare,3,17,17,26,0.514633356,0.105990783,0.485366644,1477,1467
6/22/19,GAA Football All-Ireland Senior Championship,Westmeath,2,13,Limerick,1,10,19,13,0.749945309,0,0.250054691,1552,1361
6/22/19,GAA Football All-Ireland Senior Championship,Monaghan,1,12,Armagh,2,17,15,23,0.56909792,0.068322981,0.43090208,1610,1561
6/22/19,GAA Football All-Ireland Senior Championship,Down,1,11,Mayo,1,16,14,19,0.284276757,0.122807018,0.715723243,1478,1639
6/22/19,Munster GAA Football Senior Championship,Cork,3,10,Kerry,1,19,19,22,0.230123574,0.035714286,0.769876426,1461,1671
6/23/19,GAA Football All-Ireland Senior Championship,Offaly,3,17,Sligo,0,15,26,15,0.581154106,0.057377049,0.418845894,1419,1362
6/23/19,Leinster GAA Football Senior Championship,Dublin,1,17,Meath,0,4,20,4,0.764534242,0,0.235465758,1812,1607
6/23/19,Ulster GAA Football Senior Championship,Cavan,2,16,Donegal,1,24,22,27,0.365515543,0.068493151,0.634484457,1523,1619
6/29/19,GAA Football All-Ireland Senior Championship,Kildare,1,15,Tyrone,2,22,18,28,0.287367992,0.122807018,0.712632008,1536,1694
6/29/19,GAA Football All-Ireland Senior Championship,Westmeath,0,15,Clare,1,13,15,16,0.605617115,0.057377049,0.394382885,1558,1484
6/29/19,GAA Football All-Ireland Senior Championship,Laois,0,20,Offaly,0,15,20,15,0.668174882,0.106666667,0.331825118,1556,1435
6/29/19,GAA Football All-Ireland Senior Championship,Mayo,2,13,Armagh,1,15,19,18,0.595153581,0.057377049,0.404846419,1646,1579
7/6/19,GAA Football All-Ireland Senior Championship,Cavan,0,7,Tyrone,1,20,7,23,0.25093215,0.035714286,0.74906785,1514,1704
7/6/19,GAA Football All-Ireland Senior Championship,Cork,4,20,Laois,1,15,32,18,0.349697597,0.068493151,0.650302403,1457,1564
7/6/19,GAA Football All-Ireland Senior Championship,Galway,1,13,Mayo,2,13,16,19,0.474521265,0.117647059,0.525478735,1635,1653
7/7/19,GAA Football All-Ireland Senior Championship,Meath,2,16,Clare,1,18,22,21,0.642680751,0.106666667,0.357319249,1596,1494
7/13/19,GAA Football All-Ireland Senior Championship,Roscommon,0,13,Tyrone,0,17,13,17,0.242374825,0.035714286,0.757625175,1518,1716
7/13/19,GAA Football All-Ireland Senior Championship,Dublin,5,18,Cork,1,17,33,20,0.875092379,0,0.124907621,1823,1485
7/14/19,GAA Football All-Ireland Senior Championship,Donegal,2,19,Meath,1,13,25,16,0.536923381,0.068322981,0.463076619,1628,1602
7/14/19,GAA Football All-Ireland Senior Championship,Kerry,1,22,Mayo,0,15,25,15,0.519220683,0.105990783,0.480779317,1676,1663
7/20/19,GAA Football All-Ireland Senior Championship,Cork,2,12,Tyrone,2,15,18,21,0.199252709,0.0625,0.800747291,1479,1721
7/20/19,GAA Football All-Ireland Senior Championship,Dublin,2,26,Roscommon,0,14,32,14,0.860401327,0,0.139598673,1828,1512
7/21/19,GAA Football All-Ireland Senior Championship,Mayo,2,17,Meath,0,14,23,14,0.584155441,0.057377049,0.415844559,1646,1587
7/21/19,GAA Football All-Ireland Senior Championship,Kerry,1,20,Donegal,1,20,23,23,0.571165859,0.068322981,0.428834141,1693,1643
8/3/19,GAA Football All-Ireland Senior Championship,Mayo,1,14,Donegal,1,10,17,13,0.522187379,0.105990783,0.477812621,1660,1644
8/3/19,GAA Football All-Ireland Senior Championship,Meath,1,13,Kerry,2,18,16,24,0.335512327,0.068493151,0.664487673,1573,1692
8/4/19,GAA Football All-Ireland Senior Championship,Cork,3,9,Roscommon,4,9,18,21,0.457554555,0.117647059,0.542445445,1475,1505
8/4/19,GAA Football All-Ireland Senior Championship,Tyrone,0,13,Dublin,1,16,13,19,0.347138723,0.068493151,0.652861277,1725,1835
8/10/19,GAA Football All-Ireland Senior Championship,Dublin,3,14,Mayo,1,10,23,13,0.731140887,0,0.268859113,1844,1671
8/11/19,GAA Football All-Ireland Senior Championship,Kerry,1,18,Tyrone,1,18,21,21,0.48032303,0.105990783,0.51967697,1702,1716
9/1/19,GAA Football All-Ireland Senior Championship,Dublin,1,16,Kerry,1,16,19,19,0.704905088,0.056603774,0.295094912,1854,1703
9/14/19,GAA Football All-Ireland Senior Championship,Dublin,1,18,Kerry,0,15,21,15,0.697491356,0.056603774,0.302508644,1851,1706
1/25/20,Allianz Football League Roinn 1,Donegal,0,19,Mayo,2,13,19,19,0.459796328,0.117647059,0.540203672,1633,1661
1/25/20,Allianz Football League Roinn 1,Dublin,1,19,Kerry,1,19,22,22,0.716956541,0.056603774,0.283043459,1859,1697
1/25/20,Allianz Football League Roinn 2,Armagh,2,18,Cavan,1,8,24,11,0.599523047,0.057377049,0.400476953,1572,1502
1/25/20,Allianz Football League Roinn 3,Derry,2,11,Leitrim,1,14,17,17,0.544206311,0.068322981,0.455793689,1491,1460
1/25/20,Allianz Football League Roinn 3,Cork,0,20,Offaly,0,13,20,13,0.556549366,0.068322981,0.443450634,1466,1426
1/25/20,Allianz Football League Roinn 4,Waterford,0,10,Limerick,1,10,10,13,0.482932045,0.105990783,0.517067955,1342,1354
1/25/20,Allianz Football League Roinn 4,Carlow,0,11,Wicklow,0,9,11,9,0.688114981,0.056603774,0.311885019,1473,1336
1/26/20,Allianz Football League Roinn 1,Tyrone,1,14,Meath,1,9,17,12,0.706853659,0.056603774,0.293146341,1716,1563
1/26/20,Allianz Football League Roinn 1,Galway,1,14,Monaghan,0,16,17,16,0.547482384,0.068322981,0.452517616,1625,1592
1/26/20,Allianz Football League Roinn 2,Westmeath,2,9,Clare,1,11,15,14,0.58549236,0.057377049,0.41450764,1548,1488
