Date,competition,home_team,home_goals,home_points,away_team,away_goals,away_points,total_home_score,total_away_score,home_prob,draw_prob,away_prob,home_elo,away_elo
6/17/17,Leinster GAA Football Senior Championship,Westmeath,3,17,Offaly,0,15,26,15,0.671580257,0.106666667,0.328419743,1599,1475
6/17/17,Leinster GAA Football Senior Championship,Meath,0,13,Kildare,2,16,13,22,0.494590873,0.105990783,0.505409127,1550,1554
6/18/17,Connacht GAA Football Senior Championship,Roscommon,2,23,Leitrim,1,9,29,12,0.436607532,0.117647059,0.563392468,1448,1493
6/18/17,Ulster GAA Football Senior Championship,Donegal,1,12,Tyrone,1,21,15,24,0.507695252,0.105990783,0.492304748,1553,1547
6/24/17,GAA Football All-Ireland Senior Championship,Limerick,0,11,Wexford,0,12,11,12,0.495655011,0.105990783,0.504344989,1453,1456
6/24/17,Ulster GAA Football Senior Championship,Down,1,14,Monaghan,0,15,17,15,0.3787473,0.101694915,0.6212527,1457,1543
6/25/17,GAA Football All-Ireland Senior Championship,London,0,12,Carlow,0,13,12,13,0.3417604,0.068493151,0.6582396,1400,1514
6/25/17,GAA Football All-Ireland Senior Championship,Armagh,0,20,Fermanagh,0,11,20,11,0.62086779,0.057377049,0.37913221,1520,1434
6/25/17,GAA Football All-Ireland Senior Championship,Offaly,0,16,Cavan,0,17,16,17,0.48473685,0.105990783,0.51526315,1463,1474
6/25/17,Leinster GAA Football Senior Championship,Dublin,4,29,Westmeath,0,10,41,10,0.53939522,0.068322981,0.46060478,1639,1612
7/1/17,GAA Football All-Ireland Senior Championship,Laois,0,14,Clare,2,18,14,24,0.500260023,0.105990783,0.499739977,1478,1478
7/1/17,GAA Football All-Ireland Senior Championship,Mayo,2,21,Derry,1,13,27,16,0.652245504,0.106666667,0.347754496,1567,1457
7/1/17,GAA Football All-Ireland Senior Championship,Donegal,0,12,Longford,0,7,12,7,0.598738002,0.057377049,0.401261998,1536,1466
7/1/17,GAA Football All-Ireland Senior Championship,Meath,0,14,Sligo,1,9,14,12,0.549767523,0.068322981,0.450232477,1534,1499
7/2/17,Munster GAA Football Senior Championship,Kerry,1,23,Cork,0,15,26,15,0.569228261,0.068322981,0.430771739,1570,1522
7/8/17,GAA Football All-Ireland Senior Championship,Cavan,0,18,Tipperary,2,15,18,21,0.392697502,0.101694915,0.607302498,1482,1558
7/8/17,GAA Football All-Ireland Senior Championship,Carlow,2,14,Leitrim,0,13,20,13,0.577484686,0.057377049,0.422515314,1519,1465
7/8/17,GAA Football All-Ireland Senior Championship,Wexford,1,11,Monaghan,3,23,14,32,0.406158103,0.101694915,0.593841897,1465,1531
7/8/17,GAA Football All-Ireland Senior Championship,Clare,0,13,Mayo,2,14,13,20,0.381828104,0.101694915,0.618171896,1496,1579
7/8/17,GAA Football All-Ireland Senior Championship,Meath,1,14,Donegal,1,15,17,18,0.495148261,0.105990783,0.504851739,1543,1546
7/8/17,GAA Football All-Ireland Senior Championship,Westmeath,1,7,Armagh,1,12,10,15,0.562424265,0.068322981,0.437575735,1576,1533
7/9/17,Connacht GAA Football Senior Championship,Galway,0,12,Roscommon,2,15,12,21,0.650836406,0.106666667,0.349163594,1584,1476
7/15/17,GAA Football All-Ireland Senior Championship,Tipperary,1,15,Armagh,1,17,18,20,0.527710428,0.068322981,0.472289572,1566,1547
7/15/17,GAA Football All-Ireland Senior Championship,Carlow,1,7,Monaghan,1,12,10,15,0.471390967,0.117647059,0.528609033,1532,1551
7/16/17,Leinster GAA Football Senior Championship,Dublin,2,23,Kildare,1,17,29,20,0.645311144,0.106666667,0.354688856,1674,1571
7/16/17,Ulster GAA Football Senior Championship,Down,0,15,Tyrone,2,17,15,23,0.365586029,0.068493151,0.634413971,1468,1564
7/22/17,GAA Football All-Ireland Senior Championship,Cork,2,20,Mayo,0,27,26,27,0.380370444,0.101694915,0.619629556,1506,1591
7/22/17,GAA Football All-Ireland Senior Championship,Galway,4,17,Donegal,0,14,29,14,0.511830909,0.105990783,0.488169091,1563,1554
7/29/17,GAA Football All-Ireland Senior Championship,Down,1,16,Monaghan,1,24,19,27,0.351765054,0.068493151,0.648234946,1457,1563
7/29/17,GAA Football All-Ireland Senior Championship,Armagh,1,17,Kildare,0,17,20,17,0.496821843,0.105990783,0.503178157,1557,1559
7/30/17,GAA Football All-Ireland Senior Championship,Kerry,1,18,Galway,0,13,21,13,0.502003887,0.105990783,0.497996113,1586,1585
7/30/17,GAA Football All-Ireland Senior Championship,Roscommon,2,9,Mayo,1,12,15,15,0.360564324,0.068493151,0.639435676,1497,1597
8/5/17,GAA Football All-Ireland Senior Championship,Tyrone,3,17,Armagh,0,8,26,8,0.511988944,0.105990783,0.488011056,1575,1567
8/5/17,GAA Football All-Ireland Senior Championship,Dublin,1,19,Monaghan,0,12,22,12,0.655834045,0.106666667,0.344165955,1686,1574
8/7/17,GAA Football All-Ireland Senior Championship,Mayo,4,19,Roscommon,0,9,31,9,0.633865486,0.106666667,0.366134514,1595,1500
8/20/17,GAA Football All-Ireland Senior Championship,Kerry,2,14,Mayo,2,14,20,20,0.478403461,0.105990783,0.521596539,1601,1616
8/26/17,GAA Football All-Ireland Senior Championship,Kerry,0,17,Mayo,2,16,17,22,0.479334193,0.105990783,0.520665807,1602,1616
8/27/17,GAA Football All-Ireland Senior Championship,Dublin,2,17,Tyrone,0,11,23,11,0.637201719,0.106666667,0.362798281,1698,1600
9/17/17,GAA Football All-Ireland Senior Championship,Dublin,1,17,Mayo,1,16,20,19,0.61889746,0.057377049,0.38110254,1712,1628
1/27/18,Allianz Football League Roinn 1,Dublin,2,17,Kildare,2,10,23,16,0.727536451,0,0.272463549,1719,1548
1/27/18,Allianz Football League Roinn 2,Clare,1,12,Cavan,2,9,15,15,0.515905074,0.105990783,0.484094926,1485,1474
1/27/18,Allianz Football League Roinn 2,Cork,1,16,Tipperary,3,16,19,25,0.419337926,0.101694915,0.580662074,1499,1556
1/27/18,Allianz Football League Roinn 4,London,2,9,Carlow,2,14,15,20,0.326283371,0.068493151,0.673716629,1394,1520
1/27/18,Allianz Football League Roinn 4,Laois,2,12,Limerick,0,9,18,9,0.52300503,0.105990783,0.47699497,1461,1445
1/28/18,Allianz Football League Roinn 1,Kerry,2,18,Donegal,3,14,24,23,0.581761846,0.057377049,0.418238154,1590,1532
1/28/18,Allianz Football League Roinn 1,Monaghan,0,12,Mayo,0,13,12,13,0.415141749,0.101694915,0.584858251,1562,1622
1/28/18,Allianz Football League Roinn 1,Galway,1,9,Tyrone,0,8,12,8,0.475509227,0.105990783,0.524490773,1569,1586
1/28/18,Allianz Football League Roinn 2,Louth,0,11,Down,1,14,11,17,0.549660968,0.068322981,0.450339032,1481,1446
1/28/18,Allianz Football League Roinn 2,Roscommon,2,12,Meath,2,12,18,18,0.41967485,0.101694915,0.58032515,1478,1534
1/28/18,Allianz Football League Roinn 3,Armagh,2,17,Sligo,0,9,23,9,0.573461087,0.068322981,0.426538913,1542,1491
1/28/18,Allianz Football League Roinn 3,Fermanagh,3,7,Wexford,2,5,16,11,0.468006982,0.117647059,0.531993018,1422,1444
1/28/18,Allianz Football League Roinn 3,Offaly,1,13,Longford,3,18,16,27,0.497585352,0.105990783,0.502414648,1455,1456
1/28/18,Allianz Football League Roinn 3,Derry,2,14,Westmeath,2,17,20,23,0.33693479,0.068493151,0.66306521,1444,1562
1/28/18,Allianz Football League Roinn 4,Antrim,0,15,Leitrim,0,5,15,5,0.456168473,0.117647059,0.543831527,1422,1453
1/28/18,Allianz Football League Roinn 4,Wicklow,0,12,Waterford,0,12,12,12,0.519727261,0.105990783,0.480272739,1423,1409
2/3/18,Allianz Football League Roinn 1,Tyrone,1,11,Dublin,2,13,14,19,0.29351814,0.122807018,0.70648186,1574,1727
2/3/18,Allianz Football League Roinn 1,Mayo,2,9,Kerry,1,15,15,18,0.545641631,0.068322981,0.454358369,1629,1597
2/3/18,Allianz Football League Roinn 2,Cavan,3,17,Louth,0,13,26,13,0.511365418,0.105990783,0.488634582,1474,1466
2/4/18,Allianz Football League Roinn 1,Kildare,0,12,Monaghan,1,10,12,13,0.478810698,0.105990783,0.521189302,1540,1555
2/4/18,Allianz Football League Roinn 1,Donegal,0,14,Galway,1,12,14,15,0.420250066,0.101694915,0.579749934,1525,1581
2/4/18,Allianz Football League Roinn 2,Down,0,10,Cork,1,13,10,16,0.461307116,0.117647059,0.538692884,1461,1488
2/4/18,Allianz Football League Roinn 2,Tipperary,3,9,Roscommon,1,17,18,20,0.623994033,0.057377049,0.376005967,1567,1479
2/4/18,Allianz Football League Roinn 2,Meath,0,21,Clare,0,7,21,7,0.569502368,0.068322981,0.430497632,1533,1484
2/4/18,Allianz Football League Roinn 3,Sligo,1,16,Wexford,1,13,19,16,0.559796225,0.068322981,0.440203775,1473,1431
2/4/18,Allianz Football League Roinn 3,Longford,1,13,Derry,1,6,16,9,0.553736121,0.068322981,0.446263879,1475,1437
2/4/18,Allianz Football League Roinn 3,Fermanagh,2,11,Offaly,1,6,17,9,0.498193249,0.105990783,0.501806751,1435,1436
2/4/18,Allianz Football League Roinn 3,Westmeath,1,11,Armagh,2,17,14,23,0.512248591,0.105990783,0.487751409,1569,1561
2/4/18,Allianz Football League Roinn 4,London,1,16,Wicklow,0,10,19,10,0.447079456,0.117647059,0.552920544,1386,1423
2/4/18,Allianz Football League Roinn 4,Waterford,0,10,Antrim,2,12,10,18,0.454334727,0.117647059,0.545665273,1409,1441
2/4/18,Allianz Football League Roinn 4,Leitrim,3,10,Laois,3,16,19,25,0.438598903,0.117647059,0.561401097,1434,1477
2/4/18,Allianz Football League Roinn 4,Limerick,0,13,Carlow,2,11,13,17,0.361544277,0.068493151,0.638455723,1429,1528
2/10/18,Allianz Football League Roinn 1,Dublin,0,20,Donegal,0,15,20,15,0.776021316,0.090909091,0.223978684,1734,1518
2/10/18,Allianz Football League Roinn 4,Carlow,2,11,Leitrim,0,5,17,5,0.658866468,0.106666667,0.341133532,1536,1422
2/10/18,Allianz Football League Roinn 4,Laois,0,18,Waterford,1,11,18,14,0.63085956,0.106666667,0.36914044,1488,1395
2/11/18,Allianz Football League Roinn 1,Galway,1,13,Mayo,0,11,16,11,0.458567492,0.117647059,0.541432508,1588,1617
2/11/18,Allianz Football League Roinn 1,Kildare,0,18,Tyrone,1,16,18,19,0.450318082,0.117647059,0.549681918,1532,1567
2/11/18,Allianz Football League Roinn 2,Clare,0,11,Tipperary,0,11,11,11,0.374155027,0.068493151,0.625844973,1466,1555
2/11/18,Allianz Football League Roinn 2,Cork,2,11,Louth,0,10,17,10,0.577779764,0.057377049,0.422220236,1500,1446
2/11/18,Allianz Football League Roinn 2,Roscommon,0,7,Down,0,12,7,12,0.560781623,0.068322981,0.439218377,1491,1449
2/11/18,Allianz Football League Roinn 3,Armagh,1,11,Longford,1,10,14,13,0.626322766,0.106666667,0.373677234,1578,1488
2/11/18,Allianz Football League Roinn 3,Wexford,1,10,Westmeath,0,16,13,16,0.320300269,0.122807018,0.679699731,1422,1552
2/11/18,Allianz Football League Roinn 4,London,2,8,Limerick,2,8,14,14,0.475673004,0.105990783,0.524326996,1404,1421
2/11/18,Allianz Football League Roinn 4,Antrim,0,12,Wicklow,0,12,12,12,0.572911269,0.068322981,0.427088731,1455,1404
2/18/18,Allianz Football League Roinn 1,Monaghan,1,13,Kerry,0,14,16,14,0.435356656,0.117647059,0.564643344,1563,1608
2/18/18,Allianz Football League Roinn 2,Cavan,2,14,Meath,1,12,20,15,0.417765925,0.101694915,0.582234075,1494,1552
2/18/18,Allianz Football League Roinn 3,Sligo,0,8,Fermanagh,0,13,8,13,0.544638113,0.068322981,0.455361887,1482,1451
2/18/18,Allianz Football League Roinn 3,Derry,1,15,Offaly,0,13,18,13,0.505222516,0.105990783,0.494777484,1424,1421
2/24/18,Allianz Football League Roinn 1,Mayo,0,12,Dublin,2,10,12,16,0.313744397,0.122807018,0.686255603,1604,1740
2/24/18,Allianz Football League Roinn 1,Monaghan,0,15,Tyrone,0,14,15,14,0.499205915,0.105990783,0.500794085,1574,1574
2/24/18,Allianz Football League Roinn 2,Tipperary,2,15,Meath,1,10,21,13,0.523586206,0.105990783,0.476413794,1553,1537
2/24/18,Allianz Football League Roinn 3,Fermanagh,1,16,Derry,3,8,19,17,0.539456003,0.068322981,0.460543997,1464,1437
2/24/18,Allianz Football League Roinn 4,Waterford,2,9,Carlow,2,12,15,18,0.281623333,0.122807018,0.718376667,1387,1550
2/25/18,Allianz Football League Roinn 1,Donegal,1,15,Kildare,3,7,18,16,0.482864422,0.105990783,0.517135578,1513,1525
2/25/18,Allianz Football League Roinn 1,Kerry,0,14,Galway,1,14,14,17,0.493820394,0.105990783,0.506179606,1598,1602
2/25/18,Allianz Football League Roinn 2,Cork,0,11,Cavan,0,14,11,14,0.506059748,0.105990783,0.493940252,1513,1508
2/25/18,Allianz Football League Roinn 2,Down,1,10,Clare,1,12,13,15,0.492474173,0.105990783,0.507525827,1463,1468
2/25/18,Allianz Football League Roinn 2,Louth,0,12,Roscommon,1,21,12,24,0.437994945,0.117647059,0.562005055,1434,1477
2/25/18,Allianz Football League Roinn 3,Westmeath,0,20,Sligo,0,14,20,14,0.627785418,0.106666667,0.372214582,1559,1468
2/25/18,Allianz Football League Roinn 3,Longford,1,12,Wexford,0,9,15,9,0.594761137,0.057377049,0.405238863,1481,1415
2/25/18,Allianz Football League Roinn 3,Offaly,1,9,Armagh,1,15,12,18,0.266997355,0.035714286,0.733002645,1408,1584
2/25/18,Allianz Football League Roinn 4,Leitrim,2,18,Limerick,1,9,24,12,0.482924704,0.105990783,0.517075296,1409,1420
2/25/18,Allianz Football League Roinn 4,Wicklow,0,10,Laois,1,16,10,19,0.37124037,0.068493151,0.62875963,1405,1497
2/25/18,Allianz Football League Roinn 4,London,0,13,Antrim,0,17,13,17,0.428554397,0.117647059,0.571445603,1404,1454
3/10/18,Allianz Football League Roinn 1,Tyrone,2,13,Donegal,1,10,19,13,0.56230515,0.068322981,0.43769485,1566,1522
3/10/18,Allianz Football League Roinn 2,Cavan,0,17,Down,0,14,17,14,0.593645965,0.057377049,0.406354035,1519,1453
3/10/18,Allianz Football League Roinn 3,Wexford,1,10,Offaly,1,13,13,16,0.503782881,0.105990783,0.496217119,1404,1401
3/10/18,Allianz Football League Roinn 3,Armagh,1,15,Derry,0,14,18,14,0.718792571,0.056603774,0.281207429,1591,1428
3/10/18,Allianz Football League Roinn 4,Limerick,2,10,Waterford,2,9,16,15,0.527794777,0.068322981,0.472205223,1400,1381
3/10/18,Allianz Football League Roinn 4,Carlow,1,17,Wicklow,0,12,20,12,0.717933812,0.056603774,0.282066188,1555,1393
3/11/18,Allianz Football League Roinn 2,Tipperary,2,17,Louth,0,9,23,9,0.705271227,0.056603774,0.294728773,1568,1417
3/11/18,Allianz Football League Roinn 2,Clare,2,12,Roscommon,2,19,18,25,0.475696464,0.105990783,0.524303536,1477,1494
3/11/18,Allianz Football League Roinn 2,Meath,1,15,Cork,2,16,18,22,0.529039742,0.068322981,0.470960258,1522,1502
3/11/18,Allianz Football League Roinn 3,Sligo,0,18,Longford,2,12,18,18,0.450805986,0.117647059,0.549194014,1458,1492
3/11/18,Allianz Football League Roinn 3,Westmeath,0,14,Fermanagh,1,9,14,12,0.634710275,0.106666667,0.365289725,1569,1473
3/11/18,Allianz Football League Roinn 4,London,2,9,Laois,0,17,15,17,0.340567734,0.068493151,0.659432266,1394,1509
3/17/18,Allianz Football League Roinn 1,Kerry,0,19,Kildare,0,14,19,14,0.602938871,0.057377049,0.397061129,1587,1515
3/17/18,Allianz Football League Roinn 2,Cork,0,12,Clare,0,14,12,14,0.572625507,0.068322981,0.427374493,1514,1463
3/18/18,Allianz Football League Roinn 1,Galway,0,13,Dublin,0,13,13,13,0.315444027,0.122807018,0.684555973,1612,1747
3/18/18,Allianz Football League Roinn 1,Monaghan,1,16,Donegal,1,10,19,13,0.601900491,0.057377049,0.398099509,1582,1511
3/18/18,Allianz Football League Roinn 1,Mayo,0,8,Tyrone,2,14,8,20,0.526917135,0.068322981,0.473082865,1597,1578
3/18/18,Allianz Football League Roinn 2,Roscommon,0,15,Cavan,0,13,15,13,0.471618977,0.117647059,0.528381023,1508,1528
3/18/18,Allianz Football League Roinn 3,Derry,2,20,Wexford,3,8,26,17,0.540650836,0.068322981,0.459349164,1422,1393
3/18/18,Allianz Football League Roinn 3,Longford,1,16,Westmeath,1,12,19,15,0.38102115,0.101694915,0.61897885,1492,1576
3/18/18,Allianz Football League Roinn 3,Fermanagh,0,7,Armagh,0,7,7,7,0.319348015,0.122807018,0.680651985,1466,1598
3/18/18,Allianz Football League Roinn 4,Antrim,0,12,Carlow,1,12,12,15,0.359816505,0.068493151,0.640183495,1464,1564
3/19/18,Allianz Football League Roinn 3,Offaly,0,8,Sligo,0,8,8,8,0.43273133,0.117647059,0.56726867,1412,1459
3/19/18,Allianz Football League Roinn 4,Waterford,0,0,Leitrim,0,0,0,0,0.420348008,0.101694915,0.579651992,1373,1429
3/19/18,Allianz Football League Roinn 4,Wicklow,0,0,Limerick,0,0,0,0,0.465663584,0.117647059,0.534336416,1384,1408
3/25/18,Allianz Football League Roinn 1,Dublin,0,17,Monaghan,2,12,17,18,0.704517222,0.056603774,0.295482778,1744,1593
3/25/18,Allianz Football League Roinn 1,Donegal,0,13,Mayo,0,13,13,13,0.392233635,0.101694915,0.607766365,1500,1576
3/25/18,Allianz Football League Roinn 1,Kildare,0,10,Galway,0,16,10,16,0.346397037,0.068493151,0.653602963,1505,1615
3/25/18,Allianz Football League Roinn 1,Tyrone,1,17,Kerry,0,14,20,14,0.501632462,0.105990783,0.498367538,1598,1597
3/25/18,Allianz Football League Roinn 2,Roscommon,0,17,Cork,1,11,17,14,0.520978371,0.105990783,0.479021629,1518,1503
3/25/18,Allianz Football League Roinn 2,Meath,4,14,Down,1,14,26,17,0.592984218,0.057377049,0.407015782,1510,1445
3/25/18,Allianz Football League Roinn 2,Clare,3,12,Louth,1,11,21,14,0.599851378,0.057377049,0.400148622,1474,1404
3/25/18,Allianz Football League Roinn 2,Cavan,0,17,Tipperary,2,10,17,16,0.409931577,0.101694915,0.590068423,1518,1581
3/25/18,Allianz Football League Roinn 3,Wexford,0,12,Armagh,1,8,12,11,0.223121593,0.0625,0.776878407,1378,1595
3/25/18,Allianz Football League Roinn 3,Longford,1,9,Fermanagh,1,10,12,13,0.553178201,0.068322981,0.446821799,1506,1469
3/25/18,Allianz Football League Roinn 3,Sligo,3,11,Derry,2,12,20,18,0.530301205,0.068322981,0.469698795,1458,1437
3/25/18,Allianz Football League Roinn 3,Westmeath,1,14,Offaly,1,20,17,23,0.702052525,0.056603774,0.297947475,1562,1413
3/25/18,Allianz Football League Roinn 4,Carlow,0,8,Laois,1,6,8,9,0.580024731,0.057377049,0.419975269,1572,1516
3/25/18,Allianz Football League Roinn 4,London,1,14,Waterford,1,16,17,19,0.519874004,0.105990783,0.480125996,1388,1374
3/25/18,Allianz Football League Roinn 4,Limerick,0,12,Antrim,1,13,12,16,0.430294286,0.117647059,0.569705714,1408,1457
3/25/18,Allianz Football League Roinn 4,Leitrim,2,15,Wicklow,0,10,21,10,0.561031861,0.068322981,0.438968139,1428,1385
3/31/18,Allianz Football League Roinn 2,Down,2,11,Tipperary,1,11,17,14,0.309312603,0.122807018,0.690687397,1431,1571
3/31/18,Allianz Football League Roinn 2,Louth,0,7,Meath,1,12,7,15,0.319709553,0.122807018,0.680290447,1392,1523
3/31/18,Allianz Football League Roinn 3,Armagh,1,16,Fermanagh,0,17,19,17,0.644606178,0.106666667,0.355393822,1582,1478
3/31/18,Allianz Football League Roinn 4,Carlow,0,11,Laois,0,15,11,15,0.552147833,0.068322981,0.447852167,1562,1526
4/1/18,Allianz Football League Roinn 1,Dublin,0,18,Galway,0,14,18,14,0.650249235,0.106666667,0.349750765,1732,1624
4/1/18,Allianz Football League Roinn 2,Cavan,4,12,Roscommon,4,16,24,28,0.499475595,0.105990783,0.500524405,1528,1528
5/6/18,Connacht GAA Football Senior Championship,London,1,11,Sligo,1,21,14,24,0.375115477,0.101694915,0.624884523,1378,1467
5/6/18,Connacht GAA Football Senior Championship,New_york,1,15,Leitrim,0,19,18,19,0.545821117,0.068322981,0.454178883,1476,1444
5/12/18,Leinster GAA Football Senior Championship,Wexford,1,18,Laois,2,21,21,27,0.300306794,0.122807018,0.699693206,1391,1538
5/13/18,Connacht GAA Football Senior Championship,Mayo,0,12,Galway,1,12,12,15,0.439786593,0.117647059,0.560213407,1574,1616
5/13/18,Leinster GAA Football Senior Championship,Louth,0,12,Carlow,2,17,12,23,0.276814223,0.122807018,0.723185777,1382,1549
5/13/18,Leinster GAA Football Senior Championship,Offaly,1,15,Wicklow,1,20,18,23,0.58974525,0.057377049,0.41025475,1432,1369
5/13/18,Ulster GAA Football Senior Championship,Donegal,2,20,Cavan,1,15,26,18,0.479000584,0.105990783,0.520999416,1501,1516
5/19/18,Munster GAA Football Senior Championship,Limerick,0,14,Clare,1,23,14,26,0.376110946,0.101694915,0.623889054,1398,1486
5/19/18,Munster GAA Football Senior Championship,Tipperary,0,20,Waterford,0,9,20,9,0.729419487,0,0.270580513,1556,1384
5/19/18,Ulster GAA Football Senior Championship,Fermanagh,0,12,Armagh,0,7,12,7,0.337791001,0.068493151,0.662208999,1471,1588
5/20/18,Ulster GAA Football Senior Championship,Tyrone,1,16,Monaghan,1,18,19,21,0.509529766,0.105990783,0.490470234,1612,1605
5/26/18,Connacht GAA Football Senior Championship,Leitrim,0,10,Roscommon,0,24,10,24,0.37824548,0.101694915,0.62175452,1453,1539
5/26/18,Leinster GAA Football Senior Championship,Westmeath,1,12,Laois,4,13,15,25,0.4947936,0.105990783,0.5052064,1543,1546
5/26/18,Munster GAA Football Senior Championship,Tipperary,0,9,Cork,1,17,9,20,0.603620971,0.057377049,0.396379029,1566,1493
5/26/18,Ulster GAA Football Senior Championship,Down,1,18,Antrim,1,14,21,17,0.470210528,0.117647059,0.529789472,1446,1466
5/27/18,Leinster GAA Football Senior Championship,Kildare,1,10,Carlow,2,14,13,20,0.408877514,0.101694915,0.591122486,1495,1559
5/27/18,Leinster GAA Football Senior Championship,Longford,0,16,Meath,0,14,16,14,0.447069387,0.117647059,0.552930613,1496,1533
5/27/18,Leinster GAA Football Senior Championship,Dublin,4,25,Wicklow,1,11,37,14,0.886308905,0,0.113691095,1740,1383
5/27/18,Ulster GAA Football Senior Championship,Derry,0,16,Donegal,2,16,16,22,0.37351745,0.068493151,0.62648255,1428,1518
6/3/18,Connacht GAA Football Senior Championship,Galway,4,24,Sligo,1,12,36,15,0.698259443,0.056603774,0.301740557,1626,1480
6/3/18,Munster GAA Football Senior Championship,Kerry,0,32,Clare,0,10,32,10,0.617540987,0.057377049,0.382459013,1584,1501
6/3/18,Ulster GAA Football Senior Championship,Fermanagh,1,8,Monaghan,0,10,11,10,0.325141655,0.068493151,0.674858345,1488,1615
6/9/18,GAA Football All-Ireland Senior Championship,Wexford,1,18,Waterford,3,14,21,23,0.513227874,0.105990783,0.486772126,1383,1374
6/9/18,GAA Football All-Ireland Senior Championship,Derry,2,14,Kildare,2,22,20,28,0.406357044,0.101694915,0.593642956,1418,1484
6/9/18,GAA Football All-Ireland Senior Championship,Meath,0,19,Tyrone,2,14,19,20,0.387925266,0.101694915,0.612074734,1523,1602
6/9/18,GAA Football All-Ireland Senior Championship,Limerick,3,7,Mayo,5,19,16,34,0.259841668,0.035714286,0.740158332,1383,1565
6/9/18,GAA Football All-Ireland Senior Championship,Offaly,2,20,Antrim,1,15,26,18,0.446563778,0.117647059,0.553436222,1417,1454
6/9/18,GAA Football All-Ireland Senior Championship,Wicklow,1,5,Cavan,2,16,8,22,0.329493106,0.068493151,0.670506894,1377,1500
6/9/18,GAA Football All-Ireland Senior Championship,Westmeath,1,11,Armagh,3,16,14,25,0.433621512,0.117647059,0.566378488,1525,1572
6/10/18,GAA Football All-Ireland Senior Championship,London,1,19,Louth,2,26,22,32,0.489643476,0.105990783,0.510356524,1365,1372
6/10/18,Leinster GAA Football Senior Championship,Carlow,0,8,Laois,0,12,8,12,0.510997374,0.105990783,0.489002626,1571,1564
6/10/18,Leinster GAA Football Senior Championship,Dublin,2,25,Longford,0,12,31,12,0.799385327,0.090909091,0.200614673,1747,1507
6/10/18,Ulster GAA Football Senior Championship,Donegal,2,22,Down,1,12,28,15,0.599116771,0.057377049,0.400883229,1528,1458
6/17/18,Connacht GAA Football Senior Championship,Roscommon,2,6,Galway,0,16,12,16,0.377190529,0.101694915,0.622809471,1556,1643
6/23/18,GAA Football All-Ireland Senior Championship,Waterford,0,9,Monaghan,5,21,9,36,0.220251964,0.0625,0.779748036,1384,1603
6/23/18,GAA Football All-Ireland Senior Championship,Carlow,1,10,Tyrone,4,13,13,25,0.429752667,0.117647059,0.570247333,1560,1609
6/23/18,GAA Football All-Ireland Senior Championship,Cavan,1,14,Down,0,15,17,15,0.603006438,0.057377049,0.396993562,1514,1442
6/23/18,GAA Football All-Ireland Senior Championship,Tipperary,1,11,Mayo,1,19,14,22,0.450677522,0.117647059,0.549322478,1544,1578
6/23/18,GAA Football All-Ireland Senior Championship,Sligo,1,13,Armagh,1,19,16,22,0.327240773,0.068493151,0.672759227,1463,1588
6/23/18,GAA Football All-Ireland Senior Championship,Longford,1,13,Kildare,1,16,16,19,0.500258584,0.105990783,0.499741416,1496,1496
6/23/18,GAA Football All-Ireland Senior Championship,Leitrim,0,25,Louth,1,12,25,15,0.567998107,0.068322981,0.432001893,1437,1389
6/23/18,Munster GAA Football Senior Championship,Cork,2,4,Kerry,3,18,10,27,0.372317693,0.068493151,0.627682307,1516,1606
6/24/18,GAA Football All-Ireland Senior Championship,Offaly,2,14,Clare,1,19,20,22,0.437334618,0.117647059,0.562665382,1434,1478
6/24/18,Leinster GAA Football Senior Championship,Dublin,1,25,Laois,0,10,28,10,0.74070533,0,0.25929467,1758,1575
6/24/18,Ulster GAA Football Senior Championship,Donegal,2,18,Fermanagh,0,12,24,12,0.563980993,0.068322981,0.436019007,1544,1499
6/30/18,GAA Football All-Ireland Senior Championship,Leitrim,0,9,Monaghan,1,19,9,22,0.277051693,0.122807018,0.722948307,1452,1619
6/30/18,GAA Football All-Ireland Senior Championship,Armagh,2,16,Clare,1,15,22,18,0.653796466,0.106666667,0.346203534,1597,1486
6/30/18,GAA Football All-Ireland Senior Championship,Cavan,1,12,Tyrone,0,18,15,18,0.354901741,0.068493151,0.645098259,1522,1625
6/30/18,GAA Football All-Ireland Senior Championship,Kildare,0,21,Mayo,0,19,21,19,0.37917085,0.101694915,0.62082915,1507,1592
7/7/18,GAA Football All-Ireland Senior Championship,Roscommon,2,22,Armagh,1,19,28,22,0.417806923,0.101694915,0.582193077,1547,1605
7/7/18,GAA Football All-Ireland Senior Championship,Cork,0,13,Tyrone,3,20,13,29,0.314217854,0.122807018,0.685782146,1497,1633
7/7/18,GAA Football All-Ireland Senior Championship,Tipperary,0,18,Kildare,3,20,18,29,0.516590529,0.105990783,0.483409471,1530,1518
7/8/18,GAA Football All-Ireland Senior Championship,Laois,1,11,Monaghan,0,19,14,19,0.403748304,0.101694915,0.596251696,1562,1630
7/14/18,GAA Football All-Ireland Senior Championship,Tyrone,4,24,Roscommon,2,12,36,18,0.619859588,0.057377049,0.380140412,1648,1563
7/14/18,GAA Football All-Ireland Senior Championship,Dublin,2,15,Donegal,0,16,21,16,0.769913386,0,0.230086614,1771,1561
7/15/18,GAA Football All-Ireland Senior Championship,Kildare,1,10,Monaghan,0,15,13,15,0.356700644,0.068493151,0.643299356,1538,1640
7/15/18,GAA Football All-Ireland Senior Championship,Kerry,1,10,Galway,1,13,13,16,0.461304366,0.117647059,0.538695634,1625,1651
